Date,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,남성_상주인구_수,여성_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,운영_영업_개월_평균,폐업_영업_개월_평균,집객시설_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,남성_매출_금액,여성_매출_금액,주중_매출_건수,주말_매출_건수,점포수,임대료_전체,공실률
2017_2,131924,62414,69509,519,561,453,0,453,2,2,0,130,53,19,7393880876,358090,5409733287,1984147589,2813368256,4446699763,268519,89571,147,80598,12.8
2017_2,285275,130979,154295,1553,1656,1486,177,1309,316,160,156,77,43,7,4474488448,329516,3295821109,1178667339,2022848344,2320747295,235711,93805,98,80598,12.8
2017_2,280448,151495,128957,1491,1499,1847,336,1511,116,66,50,83,46,9,7615456503,388766,5105489610,2509966893,4593532132,2188986181,261010,127756,150,80598,12.8
2017_2,425149,207897,217251,1663,1724,1447,65,1382,520,334,186,93,46,11,7133170753,402661,4999628373,2133542380,3995097271,2586280141,284445,118216,139,80598,12.8
2017_2,658267,349381,308888,946,920,1056,103,953,48,25,23,98,49,39,15496462269,953714,10539771146,4956691123,9087028589,5299695407,645703,308011,214,80598,12.8
2017_2,187501,98748,88754,1185,1028,1370,161,1209,4,2,2,115,45,50,4070551904,234902,2447730755,1622821149,2696495688,1100185705,150598,84304,117,80598,12.8
2017_2,51443,24225,27218,1615,1590,1372,271,1101,118,50,68,100,47,3,1641289266,82476,1261598784,379690482,679554352,908440375,61517,20959,40,80598,12.8
2017_2,275722,131687,144033,2787,2792,2799,179,2620,266,129,137,100,42,7,4757670078,430398,3159490393,1598179685,2611129447,1967838003,286777,143621,145,80598,12.8
2017_2,169084,83853,85231,1153,1205,1032,100,932,376,223,153,100,42,4,1554587016,87543,1279548881,275038135,719082185,321541948,62731,24812,41,66737,12.8
2017_2,108906,53966,54941,2025,2138,1672,79,1593,38,14,24,84,41,12,1076229680,87034,816583348,259646332,536298037,515016635,60070,26964,47,66737,12.8
2017_2,242921,126810,116115,1446,1467,1264,103,1161,297,175,122,104,46,4,2090927496,86707,1621334444,469593052,824191094,618799308,61155,25552,88,66737,12.8
2017_2,165257,73658,91597,1653,1778,1301,47,1254,12,10,2,83,47,2,1924517912,103476,1534070138,390447774,832190124,1016374170,74236,29240,73,66737,12.8
2017_2,182510,83549,98962,483,500,371,126,245,141,63,78,74,48,13,11281687202,536277,8091986089,3189701113,4776384120,6099649134,384947,151330,201,90367,12.8
2017_2,189923,89999,99923,1331,1434,1129,152,977,789,396,393,74,44,3,4253788132,380666,2893435538,1360352594,2139001326,1860234720,255225,125441,99,90367,12.8
2017_2,68155,33634,34519,1854,1877,1519,90,1429,61,19,42,99,51,11,910453774,104915,653144842,257308932,515845789,374412850,73202,31713,44,76964,12.8
2017_2,105725,51325,54401,958,1050,909,0,909,204,88,116,102,48,17,13301460216,729812,9057486121,4243974095,5374566870,7395625017,492338,237474,272,76964,12.8
2017_2,191200,94624,96577,1016,1032,1056,17,1039,560,296,264,87,46,12,10921110777,473813,7328463303,3592647474,5204970409,5003070096,327701,146112,192,76964,12.8
2017_2,65770,31079,34692,1931,1976,1643,25,1618,196,105,91,65,44,9,3632489793,189392,2961200623,671289170,1843631902,1133834324,137249,52143,52,76964,12.8
2017_2,80822,40383,40440,706,802,651,47,604,10,3,7,94,46,24,10409462562,386464,8172902343,2236560219,3401893208,4717074213,289455,97009,164,76964,12.8
2017_2,196950,91249,105700,2188,2317,1790,28,1762,144,57,87,101,44,8,5424841426,378128,4128242136,1296599290,2323510107,2991970409,276766,101362,119,79250,12.8
2017_2,99006,40390,58615,2429,2468,1960,34,1926,174,35,139,114,53,3,1204480813,111044,891983337,312497476,578947573,568553777,76754,34290,49,79250,12.8
2017_2,246716,124407,122311,1308,1240,1589,23,1566,50,25,25,109,53,41,6738874153,380269,4502076994,2236797159,3709121134,2464903092,253806,126463,149,79250,12.8
2017_2,565347,309795,255548,1428,1470,1768,110,1658,3354,2224,1130,82,44,49,34666802752,1720155,24084901835,10581900917,19146611786,11884860820,1180028,540127,589,73050,12.8
2017_2,359245,190047,169196,1611,1623,1540,57,1483,830,710,120,87,43,15,8601834884,442930,6208592412,2393242472,4115486624,3790332401,313914,129016,176,73050,12.8
2017_2,573277,298088,275188,1119,1209,855,406,449,476,195,281,75,51,3,6910670920,402201,5047741930,1862928990,2827180651,3435448706,294071,108130,90,73050,12.8
2017_2,359651,169323,190328,483,610,525,71,454,42,27,15,94,52,30,19370656973,1248479,14436541669,4934115304,7202503266,11336084524,921032,327447,252,95020,12.8
2017_2,307535,144507,163025,3399,3577,2871,109,2762,26,13,13,85,45,12,5748758326,459707,3961454076,1787304250,2969833842,2620163093,318157,141550,156,95020,12.8
2017_2,752365,396603,355758,1670,1678,1495,197,1298,148,83,65,82,45,14,6596021913,314633,4875200360,1720821553,2742004962,2817226907,224517,90116,150,95020,12.8
2017_2,216642,104968,111673,1454,1616,1383,31,1352,617,251,366,80,43,5,4311402625,266946,3180546693,1130855932,2076913983,2008980451,191704,75242,104,95020,12.8
2017_2,238828,110642,128187,1929,2088,1898,19,1879,1142,416,726,93,47,13,5895125650,375368,4367333259,1527792391,2684999331,2748624732,265321,110047,228,84500,12.8
2017_2,132943,65358,67586,202,208,185,0,185,270,146,124,87,50,4,3949348130,83593,2938037233,1011310897,1648546736,1318601859,60194,23399,53,84500,12.8
2017_2,79900,37218,42683,548,591,419,18,401,6,3,3,81,46,3,3302460107,155703,2535410787,767049320,1409864727,1414957865,113600,42103,94,84500,12.8
2017_2,308516,126572,181942,2719,3033,1944,630,1314,306,168,138,79,51,7,5035670002,256504,3619169265,1416500737,2468174956,2278807757,173183,83321,106,84500,12.8
2017_2,137784,70642,67143,1876,1833,1621,62,1559,134,58,76,110,51,8,2879108855,187115,2064533927,814574928,1465586583,1204772991,132816,54299,75,110050,8
2017_2,321309,170132,151177,1845,1964,2636,33,2603,1566,765,801,103,57,73,33346627004,2355412,23800094224,9546532780,16142973263,15622934456,1668978,686434,390,110050,8
2017_2,196349,97991,98362,1121,1103,1076,0,1076,241,108,133,102,49,19,7499346594,473525,5335759915,2163586679,3720459948,3253739902,332482,141043,190,98297,8
2017_2,124320,65496,58827,897,796,973,21,952,2,2,0,96,51,4,1040809151,59344,851464001,189345150,553334698,313000819,44638,14706,20,67068,10.8
2017_2,348518,184780,163735,1548,1603,1542,0,1542,502,194,308,105,43,8,3900294323,211796,2656615155,1243679168,1935726898,1329472406,147304,64492,88,67068,10.8
2017_2,488377,250895,237484,1422,1308,1513,75,1438,340,188,152,96,54,10,6277130224,351405,4535201722,1741928502,2785899794,2863260518,250708,100697,89,67068,10.8
2017_2,199037,111444,87593,1490,985,1884,33,1851,1702,1110,592,141,56,11,5234330397,370700,4309104743,925225654,2593366010,1466810603,290008,80692,176,115891,10.8
2017_2,1692789,797819,894973,1371,903,1698,412,1286,3950,2016,1934,98,54,128,1.49E+11,7062242,94298319795,54890609656,56094155224,85291194603,4542278,2519964,2085,115891,10.8
2017_2,996936,572614,424327,497,163,605,0,605,1244,676,568,113,57,67,31748848242,1183805,20328985311,11419862931,17798583419,10876552581,748147,435658,556,115891,10.8
2017_2,147975,83278,64697,724,511,848,0,848,88,60,28,116,47,18,7372296929,341058,5434114585,1938182344,3250657818,2511364109,242867,98191,179,115891,10.8
2017_2,262921,154706,108214,899,513,1098,0,1098,318,247,71,141,55,26,7468191842,367305,6085944807,1382247035,3554976020,2617104796,289798,77507,185,115891,10.8
2017_2,738368,345041,393329,255,164,358,0,358,867,513,354,123,47,16,4783809530,274001,3817781090,966028440,2251841227,1624622103,214201,59800,95,115891,10.8
2017_2,87469,43493,43976,1399,1537,1520,25,1495,262,149,113,76,43,2,1544912352,164265,1142192942,402719410,881252894,598137658,113105,51160,62,91464,4.7
2017_2,250061,119461,130600,499,548,625,0,625,298,201,97,77,43,8,4470189644,140904,3259337270,1210852374,1727006934,2196063316,106471,34433,139,91464,4.7
2017_2,225267,108011,117253,1128,1306,1422,0,1422,1344,718,626,100,45,11,10574894292,584355,7842071775,2732822517,4938331589,4491966887,406349,178006,109,91464,4.7
2017_2,70294,35939,34354,1262,1385,1317,0,1317,186,142,44,115,47,1,1145818152,113385,831404306,314413846,628385807,465153183,79210,34175,45,91464,4.7
2017_2,467937,250684,217253,436,512,628,0,628,424,201,223,97,49,32,24483388318,1143814,18288111242,6195277076,11573631469,10193640457,838598,305216,322,91464,4.7
2017_2,360650,184120,176531,1620,1751,1972,65,1907,1955,742,1213,91,49,20,11854597967,801619,8790820860,3063777107,5729160326,5209576133,580047,221572,261,91464,4.7
2017_2,426479,230308,196171,710,853,950,26,924,401,242,159,108,54,16,7794565691,665578,5790688897,2003876794,3968279330,3138012531,483231,182347,84,105923,4.7
2017_2,95180,47320,47862,1414,1592,1721,89,1632,570,369,201,80,48,11,3225616701,169933,2086101140,1139515561,2144656668,843641832,112966,56967,41,105923,4.7
2017_2,128831,65820,63011,948,1074,946,195,751,242,97,145,87,50,1,3500040909,262403,2407737379,1092303530,1390043638,1833168544,179382,83021,67,105923,4.7
2017_2,156979,79622,77356,831,740,1034,0,1034,35,16,19,79,46,25,23828393700,1877974,15737679228,8090714472,10157979412,13465815537,1262340,615634,313,114569,5.6
2017_2,113487,58519,54973,1365,1225,1468,0,1468,73,33,40,150,56,5,3599310179,243841,2777457836,821852343,1891814054,1470934249,173144,70697,57,114569,5.6
2017_2,793837,431282,362556,239,282,424,0,424,1955,929,1026,100,56,31,47332052067,2841859,29711302843,17620749224,23099711351,23216218434,1820179,1021680,494,114569,5.6
2017_2,256778,139067,117710,231,188,255,0,255,354,144,210,103,55,8,8818017328,536645,6057033864,2760983464,3931280982,4141254650,366371,170274,202,104250,5.6
2017_2,331300,171428,159872,1358,1392,1630,0,1630,21,15,6,93,48,14,4850920175,380257,3467893759,1383026416,2402959015,2202748647,270720,109537,151,104250,5.6
2017_2,863590,491016,372571,727,834,886,268,618,3511,2245,1266,86,48,68,32703125868,2064587,26123201108,6579924760,14589481698,12549718046,1601367,463220,428,89440,8.3
2017_2,133304,71995,61309,1321,1378,1135,144,991,7405,5543,1862,102,44,9,5234023896,298598,4436373230,797650666,2044193332,1749541285,242677,55921,88,89440,8.3
2017_2,284354,147515,136840,217,232,269,0,269,1514,845,669,91,49,23,11754526211,615767,9631160352,2123365859,5227948629,4226563156,502005,113762,145,89440,8.3
2017_2,194150,114812,79338,635,683,517,0,517,529,380,149,121,54,21,43643605491,1091758,34092627864,9550977627,21702380778,10291491175,867268,224490,519,89440,8.3
2017_2,85817,51870,33951,710,767,698,60,638,12919,5417,7502,101,45,4,6829652517,356930,5861968770,967683747,2958849838,2740322272,303849,53081,115,89440,8.3
2017_2,181265,99188,82075,528,557,532,55,477,1839,1080,759,92,46,3,6084822372,267430,4872177196,1212645176,2437513703,2411188824,205159,62271,93,89440,8.3
2017_2,118271,60503,57767,874,910,609,481,128,523,357,166,105,48,3,3359564402,195999,2614880640,744683762,1543667161,1459860798,146805,49194,43,89440,8.3
2017_2,1126757,612825,513934,624,743,731,80,651,131121,96380,34741,82,43,82,54908866838,3165332,46292090997,8616775841,22925580074,21735626888,2669619,495713,592,108657,8.3
2017_2,398814,217057,181757,605,825,1077,32,1045,7337,4872,2465,89,46,38,23228991005,1448619,19556273415,3672717590,10024840539,8773856159,1192053,256566,457,108657,8.3
2017_2,666985,374135,292850,956,1033,1008,72,936,3523,2357,1166,91,46,21,24158890145,1106462,19807100343,4351789802,9824937461,6938262531,923875,182587,454,108657,8.3
2017_2,186644,102325,84318,1071,1096,931,241,690,205,117,88,89,42,16,4710180109,291737,3753363656,956816453,2092949279,1811281762,228660,63077,94,108657,8.3
2017_2,273054,158501,114553,9,11,10,0,10,4302,2619,1683,97,45,10,9664634183,603078,8392363243,1272270940,4133590382,2677982369,523488,79590,127,106926,8.3
2017_2,123206,63147,60057,817,862,677,9,668,672,410,262,105,43,9,5430220596,182346,4096097460,1334123136,2339885267,2275797733,145547,36799,113,106926,8.3
2017_2,241085,126429,114655,870,909,666,170,496,1737,1223,514,116,50,8,9619438078,580938,7284157923,2335280155,3863883879,3536583652,454117,126821,106,106926,8.3
2017_2,369618,194620,174999,1282,1349,1119,229,890,7991,3914,4077,105,46,11,13553886286,711375,9713919145,3839967141,7036331514,4673500244,530573,180802,134,106926,8.3
2017_2,109559,69738,39821,30,25,25,0,25,12861,5297,7564,87,56,5,5731089974,328118,5077371113,653718861,2548550206,1442042597,298537,29581,62,106926,8.3
2017_2,1493410,870312,623085,1265,1317,1285,192,1093,12799,7644,5155,91,47,64,64348925599,2910284,53090166068,11258759531,28759694845,18027188523,2363568,546716,1025,106926,8.3
2017_2,692174,381215,310962,818,753,1213,0,1213,10990,5420,5570,97,47,54,27019522519,1521538,21562304786,5457217733,13133164090,8663301619,1187489,334049,487,106926,8.3
2017_2,371485,201409,170075,688,735,552,39,513,5213,2844,2369,94,54,75,33677964030,1263019,27635205021,6042759009,13515170259,13767213344,1027920,235099,383,128042,8.3
2017_2,2393261,1152675,1240590,914,1103,1167,340,827,5736,3376,2360,91,45,188,1.40E+11,6204856,1.04E+11,36207256248,52864102007,76900535596,4582562,1622294,1140,128042,8.3
2017_2,282284,144481,137806,1337,1478,1767,52,1715,1463,948,515,88,42,1,4272698856,246403,2957277826,1315421030,2147213660,1377038605,179228,67175,102,137949,1
2017_2,905747,496701,409049,1062,1001,1454,22,1432,3706,2139,1567,88,42,80,45085424157,2598240,35084478937,10000945220,19722753227,19782720025,1990256,607984,674,137949,1
2017_2,162769,75647,87120,1972,2089,1633,0,1633,287,176,111,141,61,5,333351782,36481,234381413,98970369,176736496,133023930,25244,11237,19,95389,4.7
2017_2,32308,15324,16985,541,624,557,0,557,1259,807,452,90,49,3,6486101125,341154,4551973545,1934127580,2701103290,2858119498,242161,98993,134,95389,4.7
2017_2,573641,312193,261450,430,467,393,139,254,3768,1429,2339,91,50,26,30730650486,1217648,22572208389,8158442097,15480670033,9558829686,899381,318267,374,95389,4.7
2017_2,31554,13348,18201,1923,2096,1786,47,1739,2023,1303,720,80,45,3,3685283116,209878,3040653636,644629480,1604668682,1725097827,158176,51702,107,95389,4.7
2017_2,197417,97881,99534,1641,1879,1463,179,1284,665,473,192,86,50,8,6587072881,322223,5189841348,1397231533,2563147712,3085354777,241294,80929,128,95389,4.7
2017_2,2202641,1009075,1193568,1836,2092,2179,84,2095,21727,10161,11566,85,47,378,2.38E+11,7385325,1.75E+11,62615790536,82062054792,1.29E+11,5417765,1967560,2566,129888,13.1
2017_2,236500,110228,126272,470,574,532,61,471,2692,1459,1233,83,35,3,7734359686,392607,5788955939,1945403747,2906173449,3421649478,302990,89617,105,71721,13.1
2017_2,2202641,1009075,1193568,1836,2092,2179,84,2095,21727,10161,11566,85,47,378,2.38E+11,7385325,1.75E+11,62615790536,82062054792,1.29E+11,5417765,1967560,2566,71721,13.1
2017_2,236500,110228,126272,470,574,532,61,471,2692,1459,1233,83,35,3,7734359686,392607,5788955939,1945403747,2906173449,3421649478,302990,89617,105,129888,13.1
2017_2,148830,72342,76486,684,879,817,32,785,1306,787,519,72,46,3,3287012899,111096,2610358422,676654477,1409646778,1161231883,89094,22002,84,129888,13.1
2017_2,148830,72342,76486,684,879,817,32,785,1306,787,519,72,46,3,3287012899,111096,2610358422,676654477,1409646778,1161231883,89094,22002,84,71721,13.1
2017_2,338783,180381,158402,1601,1778,1971,60,1911,2811,1451,1360,79,47,13,14758680606,731463,11009051334,3749629272,6571936926,6258026706,550573,180890,229,113603,1
2017_2,224993,124726,100267,186,284,336,0,336,1546,604,942,101,51,12,8662016931,429910,6664752484,1997264447,3197117776,3812517126,369848,60062,73,113603,1
2017_2,148337,82666,65670,578,678,734,0,734,3031,2212,819,93,48,4,18317484075,701467,13759803294,4557680781,8018059902,7129459700,518769,182698,201,113603,1
2017_2,132337,72990,59348,556,670,547,0,547,1127,590,537,92,56,8,8928076872,191008,6176124085,2751952787,4530767555,3490593927,169073,21935,68,113603,1
2017_2,239819,129635,110186,685,763,715,3,712,2715,1319,1396,75,51,5,6474828139,169538,5177728602,1297099537,2020791039,2562285698,144630,24908,113,113603,1
2017_2,117621,60055,57566,1020,1140,1528,0,1528,102,57,45,81,39,1,2635847457,150218,2076359442,559488015,1157406429,1113030115,112851,37367,72,113603,1
2017_2,144713,73987,70726,650,836,920,17,903,682,394,288,72,41,4,3807148065,188966,2932835968,874312097,1459178860,2080432329,140887,48079,102,113603,1
2017_2,727530,368675,358856,448,556,631,0,631,7963,5151,2812,89,45,121,43934609598,1575439,34937373629,8997235969,14002620215,24794391320,1236497,338942,432,113603,1
2017_2,227228,126866,100362,30,53,45,0,45,1588,905,683,80,53,12,14320099994,351911,11688902898,2631197096,5335462088,7346525531,305282,46629,86,113603,1
2017_2,1413426,773227,640203,1905,2075,2503,0,2503,8354,4002,4352,84,43,97,77999997272,3541298,58520663024,19479334248,33899068654,33370021390,2656022,885276,1143,113603,1
2017_2,75790,39001,36789,734,918,1002,0,1002,1847,888,959,72,46,5,5555503569,186620,4450650622,1104852947,2419914076,2720492190,139087,47533,110,113603,1
2017_2,152789,83529,69260,411,525,555,0,555,5183,3320,1863,118,56,6,9809856539,455376,7477046001,2332810538,3687086370,4235421706,368822,86554,89,113603,1
2017_2,207715,114550,93166,123,146,167,23,144,9962,5945,4017,101,43,25,23180294946,844982,17878491599,5301803347,9106603322,9005097582,705933,139049,205,148858,13.1
2017_2,1597057,689996,907061,636,702,686,243,443,16399,6816,9583,93,44,135,1.48E+11,2950497,1.08E+11,40369606724,54210643323,72908447871,2202928,747569,1774,148858,13.1
2017_2,932223,427441,504778,888,1069,1014,41,973,11035,5069,5966,94,48,199,73766600823,2072230,58808507143,14958093680,26004668960,38601483194,1619432,452798,921,148858,13.1
2017_2,72850,38185,34665,104,105,67,0,67,178,141,37,81,45,13,9504822033,352379,7339585458,2165236575,4321715278,2526000045,279728,72651,101,118837,3.4
2017_2,106992,54547,52444,395,513,601,0,601,1860,570,1290,83,48,32,22765511902,721811,18172388413,4593123489,7047383582,10451339735,565569,156242,222,118837,3.4
2017_2,122774,53888,68887,598,673,475,0,475,4254,1366,2888,88,45,15,13341034412,171838,9499639303,3841395109,4192486268,7487652177,131416,40422,105,118837,3.4
2017_2,170266,90761,79502,190,196,149,0,149,920,699,221,93,53,18,12847812841,304012,9956703810,2891109031,5149419005,5187530159,248428,55584,132,118837,3.4
2017_2,127236,59473,67766,242,234,189,0,189,3056,1778,1278,79,44,9,10444980784,212137,8191214243,2253766541,3680482561,3899644933,164214,47923,96,118837,3.4
2017_2,476931,207119,269807,256,290,228,0,228,7807,2538,5269,90,44,90,87017562303,1113064,61163600186,25853962117,33931580428,40042171308,812125,300939,691,118837,3.4
2017_2,204301,89784,114518,1204,1314,978,646,332,2962,1529,1433,85,52,23,19876527633,407717,13793130034,6083397599,7185460775,8804125807,322977,84740,157,118837,3.4
2017_2,329752,148216,181537,964,1139,1112,0,1112,1878,983,895,78,40,8,15411854540,554702,11918908228,3492946312,4867038022,7437946037,432577,122125,181,118837,3.4
2017_2,53678,23944,29735,557,703,627,24,603,890,366,524,92,48,3,3642663946,81314,2756590975,886072971,1400336841,1770216746,61503,19811,66,118837,3.4
