Date,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,남성_상주인구_수,여성_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,운영_영업_개월_평균,폐업_영업_개월_평균,집객시설_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,남성_매출_금액,여성_매출_금액,주중_매출_건수,주말_매출_건수,점포수,임대료_전체,공실률
2018_2,368153,189450,178699,1826,1908,1610,351,1259,407,217,190,94,44,11,9994454491,452070,6942368323,3052086168,5126917206,4340686737,314216,137854,144,87909,5.1
2018_2,516057,253143,262912,3829,3768,3814,685,3129,579,300,279,90,49,12,5834969843,362321,4155509724,1679460119,2914840495,2552875206,247910,114411,138,91869,5.1
2018_3,48892,22572,26320,321,389,318,0,318,4,1,3,81,53,19,4096442687,221636,3076500827,1019941860,1331684268,2315404306,184598,37038,46,132945,2
2018_3,668161,364125,304035,8,5,10,0,10,2103,1344,759,135,69,45,16356001648,1055768,14455381390,1900620258,6079660900,5007181510,907830,147938,163,132945,2
2018_3,194937,85802,109137,321,380,348,0,348,624,398,226,93,60,28,8393407342,432598,6005797865,2387609477,3163041872,3855780110,314019,118579,162,132945,2
2018_3,545036,284808,260227,298,317,312,0,312,207,80,127,100,58,29,17235975344,792179,12454474769,4781500575,7997771734,6364477923,573244,218935,205,132945,2
2018_3,647338,337516,309819,1134,1423,1252,117,1135,54371,32642,21729,126,56,120,52139840520,3046538,45131633612,7008206908,19530639119,16288423175,2613201,433337,904,132945,2
2018_3,134087,76669,57416,671,524,801,0,801,1048,569,479,106,54,41,7473852393,476464,5964797880,1509054513,3739523753,2515864035,387370,89094,161,192653,5.3
2018_3,60557,33990,26568,168,114,190,0,190,635,349,286,147,66,18,7053061032,336206,5374353798,1678707234,3216946872,2399749228,280617,55589,209,192653,5.3
2018_3,580009,303216,276794,435,367,498,150,348,21052,13045,8007,143,64,139,73664911454,3064946,55631023126,18033888328,28149711326,32860082091,2293207,771739,1228,192653,5.3
2018_3,112697,59501,53195,30,30,46,0,46,204,152,52,205,86,20,14415057867,252792,10917071655,3497986212,5414642339,6782682240,175489,77303,476,192653,5.3
2018_3,367933,209649,158282,137,38,156,0,156,4034,1757,2277,125,56,70,21932328888,1467016,17028901865,4903427023,11392784640,6953027031,1162482,304534,353,192653,5.3
2018_3,406486,220354,186133,299,226,359,29,330,18495,10125,8370,108,59,100,84646015936,4350274,73717952059,10928063877,32330448436,27357851952,3801580,548694,877,192653,5.3
2018_3,83623,46769,36854,153,109,166,0,166,2228,1612,616,112,51,18,2329294761,121904,1671427073,657867688,744816187,1155066976,83941,37963,78,192653,5.3
2018_3,58522,31857,26665,2,1,3,0,3,20751,13526,7225,143,55,20,6553660581,349556,5749306467,804354114,2671135176,2447207934,285037,64519,95,192653,5.3
2018_3,250079,145279,104801,122,33,119,0,119,3411,1821,1590,121,53,24,12809284399,389436,10236751577,2572532822,5942189965,4723599223,330992,58444,347,192653,5.3
2018_3,1400337,815968,584370,1578,730,2004,0,2004,1922,1023,899,108,57,113,49338478424,2338314,33616398589,15722079835,27336664756,16831330271,1614699,723615,891,192653,5.3
2018_3,5182163,2829975,2352186,1262,656,1476,184,1292,31692,19002,12690,143,64,327,1.79E+11,7068112,1.38E+11,41198944987,79794126802,68879751520,5403169,1664943,3886,192653,5.3
2018_3,2059954,1119218,940738,111,42,129,0,129,2712,1114,1598,103,56,53,59985770095,2652559,45525206630,14460563465,28248834756,23697991616,2010573,641986,596,192653,5.3
2018_3,547593,299662,247929,431,279,503,0,503,4960,3352,1608,136,55,72,22502772626,890752,18490126189,4012646437,10579093724,7861904780,749598,141154,414,260052,5.3
2018_3,91636,56481,35155,253,217,255,0,255,103,90,13,149,58,4,1769985474,136201,1477182306,292803168,1000123100,417089548,119459,16742,32,260052,5.3
2018_3,205053,121382,83670,16,16,26,0,26,500,300,200,140,68,25,10005857050,202041,7497944964,2507912086,5353379129,3526621266,153859,48182,149,260052,5.3
2018_3,133603,73443,60160,5,19,21,0,21,50,38,12,121,76,10,5195541021,285842,3337361155,1858179866,2678852952,1989946434,182945,102897,71,260052,5.3
2018_3,630766,372202,258565,1026,1032,1235,0,1235,17391,11598,5793,102,57,65,34576977781,1817903,27433091611,7143886170,16002885835,12148306963,1516789,301114,589,260052,5.3
2018_3,96925,41565,55360,2,0,2,0,2,320,185,135,139,65,16,13752132374,314221,11157161615,2594970759,3327625463,5878641087,265454,48767,517,260052,5.3
2018_3,76531,47520,29010,91,85,88,0,88,297,182,115,161,75,2,254148988,4981,167924574,86224414,109865762,106560209,3603,1378,11,260052,5.3
2018_3,285982,165845,120137,78,32,89,0,89,39,19,20,145,68,9,11658340361,328917,8806445122,2851895239,5169803755,4851193628,261694,67223,301,260052,5.3
2018_3,257477,136252,121226,447,493,588,0,588,133,82,51,102,47,14,3781966493,315292,2735851182,1046115311,1982830589,1461602611,225660,89632,126,132970,14.2
2018_3,1303251,601724,701528,301,346,445,0,445,1727,826,901,94,54,47,37362263738,2076775,24767312533,12594951205,15864097879,19208481920,1389782,686993,502,132970,14.2
2018_3,133537,61028,72511,419,498,639,0,639,1114,326,788,93,63,17,3653693383,157252,2692277966,961415417,1319827803,1976401135,116685,40567,51,132970,14.2
2018_3,406891,196790,210101,397,407,534,0,534,1513,820,693,108,48,21,5431186282,446293,3814935344,1616250938,2646643878,2451926279,304917,141376,125,132970,14.2
2018_3,322248,161300,160951,715,742,885,0,885,18,8,10,87,55,12,3920911503,510920,2913558044,1007353459,2173909606,1536287855,380675,130245,89,132970,14.2
2018_3,266699,124500,142200,589,658,709,0,709,3988,2012,1976,107,49,63,12972927951,913529,10652595558,2320332393,4976064164,5185742310,781599,131930,306,168576,6.4
2018_3,1746320,771521,974799,83,61,112,0,112,9026,4728,4298,149,54,206,1.63E+11,7767353,1.13E+11,49625789157,52278952713,87443126263,5573684,2193669,2107,168576,6.4
2018_3,153644,74885,78758,37,495,25,0,25,36306,17786,18520,166,60,34,10721984247,457743,9056179974,1665804273,2930527544,3447437212,375186,82557,137,168576,6.4
2018_3,445210,253856,191354,49,31,57,0,57,23497,11478,12019,124,64,69,42673086597,2067303,37519338692,5153747905,16120067281,12096812091,1775023,292280,364,168576,6.4
2018_3,50580,22740,27840,348,364,416,0,416,3099,1354,1745,94,53,32,3197592815,173132,2171553426,1026039389,1383715671,1157618628,127344,45788,67,168576,6.4
2018_3,189557,91583,97974,1076,1171,1119,0,1119,136,53,83,74,52,6,1633321833,90210,1101691245,531630588,606736600,843919665,61213,28997,91,74039,9.7
2018_3,145783,79607,66178,273,201,310,0,310,2707,1969,738,117,59,34,14315357466,522776,11447007797,2868349669,6427075747,4797967369,421777,100999,214,74039,9.7
2018_3,124417,67506,56910,110,132,191,0,191,12311,5453,6858,123,56,40,17641054041,1353119,13639518695,4001535346,8597395998,7446284364,1030297,322822,222,91914,9.7
2018_3,89864,50468,39398,1723,1507,1943,0,1943,2758,1484,1274,114,57,19,4988105560,217164,3776544497,1211561063,2172621601,2300959122,166371,50793,88,91914,9.7
2018_3,241991,130847,111143,1413,1152,1547,0,1547,11313,4081,7232,106,59,25,10593441703,624346,8554727526,2038714177,4335703868,3690697149,491725,132621,180,91914,9.7
2018_3,116349,67967,48382,460,444,536,0,536,742,505,237,125,60,21,5445362186,311596,4377921411,1067440775,2822473828,1235746551,242631,68965,141,113330,9.7
2018_3,338374,191314,147059,739,817,998,0,998,5969,3751,2218,95,51,13,12083571942,768083,9758487755,2325084187,6264090900,3088852090,607499,160584,200,113330,9.7
2018_3,18878,13163,5717,94,83,67,0,67,479,380,99,134,47,7,45061401939,258767,39036313949,6025087990,16912449525,5984280903,216287,42480,422,113330,9.7
2018_3,266309,145671,120639,316,316,439,0,439,1146,735,411,98,54,7,4062537624,193618,3231894749,830642875,1594006976,1212299721,159812,33806,103,113330,9.7
2018_3,40657,25905,14749,260,233,282,0,282,1230,345,885,127,65,14,4352773399,200032,3503064364,849709035,2176980630,1027723931,158036,41996,61,113330,9.7
2018_3,81527,46930,34597,398,342,430,0,430,491,331,160,101,61,11,2991402726,114386,2393425933,597976793,1326742115,870886531,95223,19163,61,113330,9.7
2018_3,226560,130496,96065,197,193,307,0,307,505,240,265,103,54,19,9780979684,600623,8070812908,1710166776,4250115747,3544264175,493100,107523,152,113330,9.7
2018_3,87238,48276,38962,680,780,843,0,843,13047,8246,4801,117,58,38,2.01E+11,5196826,1.34E+11,67045521028,96139344345,72921600621,3404546,1792280,1157,113330,9.7
2018_3,144515,70339,74178,465,500,527,0,527,2081,1090,991,94,54,13,4843660862,402277,3502537128,1341123734,2319668766,1858533990,273982,128295,126,189500,21.6
2018_3,299230,148286,150945,325,332,349,0,349,629,356,273,109,61,25,21565290153,877291,11466467812,10098822341,11250407865,8231415178,454016,423275,178,189500,21.6
2018_3,980998,499662,481334,494,399,584,0,584,661,400,261,126,60,67,58762982450,3053037,32139218843,26623763607,29382711540,22839168643,1660623,1392414,691,189500,21.6
2018_3,200085,95842,104243,271,266,301,0,301,389,218,171,121,59,1,8751475871,334948,5154382539,3597093332,3702525853,4281499354,198089,136859,166,189500,21.6
2018_3,2600044,1293925,1306120,2608,2822,3398,0,3398,5857,3193,2664,113,58,144,1.24E+11,5625098,71296815132,53198510409,56327819870,54561978753,3193448,2431650,1757,189500,21.6
2018_3,22498,10555,11943,50,63,57,0,57,33,15,18,70,54,7,2818076463,95969,2017458122,800618341,833907597,1449599505,71337,24632,40,189500,21.6
2018_3,156729,75335,81394,354,402,385,0,385,65,29,36,86,54,8,6377850386,254027,3706120583,2671729803,2635900414,3041393642,147085,106942,107,161590,21.6
2018_3,154239,72547,81689,981,1251,1309,0,1309,85,46,39,82,47,16,8256631613,489951,5254909059,3001722554,3513941402,3911096176,321848,168103,158,161590,21.6
2018_3,108389,53065,55328,428,411,454,0,454,74,46,28,79,44,16,6245998143,417442,3860100558,2385897585,2677874267,3071719319,267361,150081,111,161590,21.6
2018_3,9158,5205,3953,207,206,213,0,213,267,175,92,122,43,1,835135663,9522,470682337,364453326,492521608,201098054,6630,2892,16,67670,9.7
2018_3,81307,47999,33307,1192,1312,1242,0,1242,469,283,186,135,77,7,2352141247,78298,1596752919,755388328,1076414088,834406927,45829,32469,24,67670,9.7
2018_3,166961,76777,90182,1146,1135,1010,249,761,5,3,2,94,63,4,1460168142,78367,1169350959,290817183,707919212,694131355,55237,23130,45,78872,5.8
2018_3,131894,62820,69074,473,537,595,0,595,134,60,74,97,50,19,6026645038,368496,4595679337,1430965701,2683650111,3094357830,264678,103818,134,78872,5.8
2018_3,535554,243182,292371,1383,1517,1469,93,1376,81,42,39,98,59,14,3414000618,292990,2512164765,901835853,1438863226,1682666116,217652,75338,80,78872,5.8
2018_3,466378,234036,232344,1432,1417,1447,0,1447,4069,2485,1584,113,54,30,8981256674,505996,6799511787,2181744887,4371562489,3493668818,379668,126328,201,123990,5.8
2018_3,109158,55583,53575,247,285,331,0,331,668,280,388,108,54,26,11035563048,474392,7881583157,3153979891,5836267909,3952252651,332797,141595,122,123990,5.8
2018_3,453354,234574,218780,873,903,934,104,830,387,216,171,107,57,10,9962146990,251816,6422832145,3539314845,5777769013,2994951888,173035,78781,142,123990,5.8
2018_3,494755,246344,248414,1719,1911,2490,0,2490,332,138,194,93,44,22,7572140704,700312,5198652769,2373487935,3925084675,2972060430,475418,224894,154,115103,4.5
2018_3,389172,196739,192430,1315,1395,2269,42,2227,1047,586,461,126,46,27,8090966187,823178,5630908293,2460057894,5017560065,2354354225,570076,253102,146,115103,4.5
2018_3,254676,135111,119566,675,581,804,0,804,83,47,36,90,55,9,5215806037,566459,3865491421,1350314616,2812485518,1636845949,434340,132119,118,115103,4.5
2018_3,68507,34302,34204,10,2,11,0,11,174,93,81,117,49,7,2008555719,53549,1464928951,543626768,866289551,1086479258,38181,15368,18,115103,4.5
2018_3,364322,186497,177825,1144,1181,1835,0,1835,324,212,112,89,46,12,5046413709,355918,3542229375,1504184334,2578461235,2030299445,246201,109717,100,115103,4.5
2018_3,352492,187837,164657,1431,1528,1831,170,1661,16,4,12,83,45,4,1180658767,103358,833117031,347541736,637110678,442544077,72853,30505,54,115103,4.5
2018_3,2397569,1208339,1189233,903,1096,1440,0,1440,2990,1023,1967,77,52,57,79749770406,4981279,53438360280,26311410126,37294694882,40390751748,3330247,1651032,674,115103,4.5
2018_3,371234,199085,172150,327,236,301,85,216,88,47,41,92,52,14,7332021279,434561,5164342666,2167678613,3899169744,2873322549,300400,134161,143,83117,5
2018_3,270724,139221,131506,803,954,1085,0,1085,227,131,96,94,53,48,29700842236,1353070,21079341116,8621501120,14862859642,10961579307,969967,383103,329,83117,5
2018_3,154684,80095,74587,2266,2352,2156,34,2122,497,246,251,101,54,27,11642593918,808474,8636583448,3006010470,5832731800,5077105523,581558,226916,196,75760,5
2018_3,151190,81472,69722,2086,2055,2085,18,2067,224,178,46,115,43,6,1685675856,107815,1234125139,451550717,893083708,503393189,77327,30488,74,75760,5
2018_3,133877,64080,69796,424,394,361,0,361,130,65,65,113,51,17,13288185077,662417,8888182428,4400002649,4880168759,7486282669,449024,213393,200,75760,5
2018_3,200758,98794,101965,1905,2026,1720,40,1680,1005,588,417,81,51,9,1938690837,146107,1402570505,536120332,936212354,856486712,104438,41669,84,78046,5
2018_3,168865,83559,85305,2002,2181,1995,0,1995,587,283,304,113,52,22,6385898607,541422,4637244952,1748653655,3237402662,2836717802,403434,137988,120,78046,5
2018_3,114159,56058,58102,1474,1560,1305,0,1305,294,114,180,110,52,25,8672961388,332238,6473155204,2199806184,3700586641,4404297883,246457,85781,136,78046,5
2018_3,959033,492349,466683,1681,1912,1774,217,1557,1212,662,550,83,44,33,14839405813,858362,11643550025,3195855788,6421345381,7365093728,661310,197052,371,78046,5
2018_3,404860,210789,194069,2689,2727,2366,38,2328,171,84,87,90,50,27,7839054061,422016,5877638832,1961415229,3629018576,3535983686,305925,116091,171,78046,5
2018_3,168585,77824,90762,2375,2755,2697,0,2697,911,509,402,80,54,7,7718600009,242420,4943908775,2774691234,3516253671,3657974833,168941,73479,139,95453,5
2018_3,145881,69784,76095,1513,1546,1427,46,1381,536,306,230,109,55,5,1812041098,92077,1274521546,537519552,903298252,551747224,63593,28484,64,99564,4.5
2018_3,274924,137662,137261,865,1022,964,0,964,331,227,104,112,50,12,7734888202,387019,5820483405,1914404797,3073589527,4273670607,292876,94143,121,99564,4.5
2018_3,713278,351141,362137,1897,2005,2058,0,2058,1347,689,658,106,45,16,8447238028,691201,6243712870,2203525158,4232758068,3668069428,498869,192332,223,99564,4.5
2018_3,204161,94706,109454,969,1048,944,0,944,97,51,46,118,48,1,6738693780,363364,4371026763,2367667017,2699569570,3344552470,240089,123275,145,99564,4.5
2018_3,101061,42523,58538,229,315,296,0,296,735,394,341,62,42,12,10891645988,599181,7126005868,3765640120,3811156164,6164340703,391736,207445,88,123193,4.5
2018_3,142081,69668,72415,1493,1550,1068,393,675,236,101,135,80,43,3,2379467719,123813,1765868361,613599358,978791566,1182239340,84515,39298,69,123193,4.5
2018_3,266132,132020,134113,1884,1865,1639,152,1487,87,37,50,102,64,6,2640245227,210150,1778332614,861912613,1541362091,864507960,142895,67255,88,123193,4.5
2018_3,241479,118389,123091,919,963,976,85,891,110,63,47,97,48,6,2768537542,181492,1823980925,944556617,1626202131,728441355,118592,62900,83,123193,4.5
2018_3,126437,70094,56342,1251,1147,1020,92,928,2055,1049,1006,125,43,2,677710841,34332,545625283,132085558,353228909,129032224,27211,7121,31,79789,5.9
2018_3,282807,158396,124408,1043,1034,903,297,606,3043,2165,878,106,46,10,6304015772,371649,4740767881,1563247891,3047479955,2280995253,277798,93851,170,79789,5.9
2018_3,326609,165403,161204,1301,1336,979,285,694,533,253,280,90,49,6,7896268090,518619,5391727904,2504540186,3580944592,3650165604,351286,167333,85,79789,5.9
2018_3,258390,143735,114655,1665,1530,1694,44,1650,584,344,240,103,43,17,7394338172,382942,5461414955,1932923217,3751349104,2103638126,272282,110660,134,79789,5.9
2018_3,44132,23508,20626,736,700,534,141,393,184,150,34,111,45,2,2967823308,186956,2160635815,807187493,1504320684,837606482,133178,53778,70,79789,5.9
2018_3,214866,114431,100440,1435,1445,1386,33,1353,355,213,142,114,51,5,4392702633,333836,3107492953,1285209680,2173634138,1763713780,237299,96537,117,79789,5.9
2018_3,144527,85924,58604,132,65,137,0,137,2508,1570,938,106,47,35,13927187209,804646,10675718847,3251468362,7201496322,4471858539,617272,187374,196,79789,5.9
2018_3,298473,176071,122407,732,672,800,0,800,5325,3255,2070,112,48,22,6634328644,362068,5304340647,1329987997,3029399912,2213369734,286780,75288,244,79789,5.9
2018_3,161599,90055,71544,1163,1165,968,165,803,802,474,328,116,44,6,1921392794,77911,1524646804,396745990,848491982,659896300,58106,19805,60,79789,5.9
2018_3,406162,201477,204680,1718,1621,1632,0,1632,97,60,37,83,42,4,6019595258,460881,4232592431,1787002827,2835149430,2527906723,321648,139233,133,79789,5.9
2018_3,164650,92216,72433,1441,1359,1239,413,826,343,218,125,141,56,9,4304168962,91867,3611931539,692237423,1937491177,970209018,66858,25009,90,79789,5.9
2018_3,329492,165764,163726,287,280,257,0,257,1042,478,564,121,50,14,4494121633,171948,3427023194,1067098439,1981946967,2047983598,129555,42393,100,79789,5.9
2018_3,156888,84301,72587,580,580,529,22,507,4,2,2,96,46,7,3957805957,162455,2870473921,1087332036,1743210362,1743979411,116227,46228,91,79789,5.9
2018_3,87623,45358,42266,926,904,982,0,982,302,150,152,113,50,10,4072910108,345927,2837709689,1235200419,2067884749,1763382900,241686,104241,77,87159,5.9
2018_3,62213,32628,29586,741,708,679,0,679,81,50,31,126,51,1,1187253818,63423,844016143,343237675,667289471,362011461,43996,19427,47,87159,5.9
2018_3,124556,67597,56958,676,696,645,315,330,328,151,177,108,44,12,4979841605,249005,3118686966,1861154639,2900934781,1344558300,167886,81119,61,87159,5.9
2018_3,133290,75712,57578,946,845,705,272,433,926,401,525,96,47,13,12387625607,419731,9235753948,3151871659,5153961478,5576078620,308190,111541,154,87159,5.9
2018_3,458544,233655,224890,497,419,485,25,460,140,39,101,114,47,8,3712362486,155704,2670350410,1042012076,1645257956,1626814224,113664,42040,84,87159,5.9
2018_3,76626,40214,36412,1095,1161,878,428,450,323,95,228,98,46,9,7310247886,463153,5432993991,1877253895,3132199057,3413063318,337967,125186,75,87159,5.9
2018_3,790984,406048,384935,2178,2258,2341,640,1701,503,249,254,92,46,68,42907057832,2106472,29754478218,13152579614,19602110633,19604944407,1467918,638554,576,87159,5.9
2018_3,98840,52620,46219,497,501,446,0,446,422,201,221,122,45,5,3127103413,162133,2187098406,940005007,1539497712,1115628809,113912,48221,76,87159,5.9
2018_3,126749,66710,60040,960,1021,755,147,608,98,64,34,95,56,9,3900651001,282003,2920172331,980478670,1828903883,1776913120,198771,83232,108,87159,5.9
2018_3,405688,201035,204652,1795,1692,1921,309,1612,897,386,511,106,47,20,5819945159,308343,4621706405,1198238754,2628261719,2463001779,231695,76648,143,115654,6.6
2018_3,166082,91966,74112,1619,1557,1832,0,1832,232,153,79,136,62,4,1162823677,97034,842613517,320210160,661226134,292312491,67684,29350,44,115654,6.6
2018_3,225668,105198,120472,511,694,930,0,930,114,52,62,112,52,13,6827158785,332104,5201466853,1625691932,2908636497,3625201601,240905,91199,135,178575,6.4
2018_3,806258,380991,425266,167,201,255,0,255,370,178,192,90,48,11,19328056813,1517173,14361191233,4966865580,9229093311,8539653681,1129718,387455,268,178575,6.4
2018_3,147884,70667,77217,279,302,409,0,409,289,185,104,81,48,13,6571653892,381772,4775414411,1796239481,3654861993,2140670188,275974,105798,82,178575,6.4
2018_3,360268,182085,178184,699,678,1037,0,1037,1481,901,580,101,61,4,4605054595,857114,3358506284,1246548311,2744155297,1677770790,626438,230676,57,114137,6.4
2018_3,587448,305774,281674,1678,1687,1850,0,1850,232,114,118,115,55,16,8169527663,690939,5857036229,2312491434,4175967843,3574910486,501050,189889,173,114137,6.4
2018_3,450891,237426,213464,656,642,781,0,781,9,2,7,105,52,19,11980612879,1228915,8725226017,3255386862,6013299257,5422802561,902915,326000,256,114137,6.4
2018_3,219256,110504,108753,1245,1292,1492,0,1492,19,4,15,139,76,5,373670344,40357,247618084,126052260,204776258,156551338,27316,13041,24,114137,6.4
2018_3,884181,362235,521945,443,841,915,0,915,1017,413,604,78,43,4,4743848430,417433,3469296512,1274551918,1424246904,2964390730,321637,95796,125,131940,7.6
2018_3,238735,111976,126759,1373,1749,1808,0,1808,558,217,341,92,53,26,7313250526,347801,5139787612,2173462914,3246597186,3592811415,250049,97752,178,131940,7.6
2018_3,1861780,832330,1029451,493,585,743,0,743,5286,3156,2130,96,49,56,51400278190,2959810,35308236130,16092042060,22883623587,26652691353,2004216,955594,696,131940,7.6
2018_3,393106,155896,237211,923,1381,1548,0,1548,230,109,121,97,47,20,5147303215,363483,3767370632,1379932583,2485669968,2291931593,251654,111829,127,131940,7.6
2018_3,327366,145913,181453,459,619,604,0,604,128,57,71,86,54,13,4344053176,222138,3391263159,952790017,1739956383,2251567512,166318,55820,72,131940,7.6
2018_3,385850,177165,208683,1327,1606,1302,394,908,435,223,212,86,57,10,3668827860,184343,2678316916,990510944,1629037070,1661303498,135774,48569,86,131940,7.6
2018_3,169860,95328,74534,1110,1128,1153,0,1153,612,379,233,104,53,7,2374055845,236938,1796959982,577095863,1280386661,714528898,171198,65740,40,137413,7.6
2018_3,221994,98365,123629,644,847,924,0,924,26,2,24,87,52,4,1623664964,99964,1207163713,416501251,744302685,572020378,71086,28878,49,137413,7.6
2018_3,231551,109341,122211,818,810,978,0,978,3323,1184,2139,110,59,10,2236536538,250400,1715856775,520679763,1251055169,935589615,184259,66141,41,137413,7.6
2018_3,623146,390508,232636,406,299,506,0,506,236,154,82,95,56,14,15614642313,1321195,11306902568,4307739745,9202238179,4686048710,948604,372591,247,137413,7.6
2018_3,330494,184198,146297,495,499,763,0,763,3713,2231,1482,87,50,6,10920904786,1384397,8283981119,2636923667,5838437771,3710909797,1026720,357677,131,137413,7.6
2018_3,542865,305560,237304,179,186,253,0,253,112,69,43,93,48,15,11967950636,671987,9284644889,2683305747,6028376912,4810348932,503539,168448,123,137413,7.6
2018_3,120891,56666,64226,304,329,315,86,229,411,152,259,129,62,19,20896589221,705939,14426354601,6470234620,7441350885,12199929075,477894,228045,309,78112,5.2
2018_3,396989,203999,192987,1621,1699,1769,20,1749,236,153,83,100,42,23,5127200956,311189,3245984855,1881216101,2734663980,2113489642,206312,104877,135,78112,5.2
2018_3,104865,50643,54227,1592,1515,1373,0,1373,419,147,272,85,54,14,1436995101,106919,1025169423,411825678,712140753,608102660,76272,30647,60,78112,5.2
2018_3,140986,67653,73332,1282,1349,1177,0,1177,32,11,21,88,56,1,624275968,53132,414505301,209770667,335554411,265492867,35501,17631,41,80729,5.2
2018_3,108968,51410,57557,827,858,719,0,719,157,52,105,93,54,5,5263955936,290974,3534175523,1729780413,2269463178,2497504263,200865,90109,114,80729,5.2
2018_3,3588,1771,1817,29,20,19,0,19,127,67,60,108,46,1,328762724,16063,209405567,119357157,113545491,198115087,10922,5141,17,82538,5.2
2018_3,222274,110602,111671,404,317,492,0,492,64,32,32,111,50,16,11955624711,460103,8327934013,3627690698,6076818902,5285781346,315566,144537,251,82538,5.2
2018_3,150486,78411,72077,1301,1304,1201,0,1201,252,75,177,105,44,8,3230863975,115949,2390909482,839954493,1302405889,1544993134,87790,28159,146,82538,5.2
2018_3,2065544,1010128,1055413,1054,1046,1405,0,1405,4370,2230,2140,93,49,77,46758643549,2727734,31564111669,15194531880,24056704704,21520646020,1870586,857148,567,82538,5.2
2018_3,98840,51869,46971,1898,2005,1835,0,1835,833,401,432,89,41,3,2580237036,223052,1740292655,839944381,1495137080,1017194385,149728,73324,94,82538,5.2
2018_3,303760,155607,148149,848,896,1011,0,1011,111,51,60,87,44,6,3277924850,137301,2222001441,1055923409,1744369700,1359047331,95465,41836,124,82538,5.2
2018_3,100106,52494,47610,1151,1177,1175,0,1175,217,103,114,73,45,3,1610150192,98560,1084895558,525254634,793816459,662519955,69792,28768,48,82538,5.2
2018_3,107128,53872,53255,381,346,422,0,422,65,28,37,111,54,8,6302497343,246305,4535759722,1766737621,2226443225,3104452304,172817,73488,93,82538,5.2
2018_3,224911,117796,107118,733,821,844,0,844,50,29,21,86,37,5,2393639856,140158,1747777622,645862234,1138664567,921314342,97265,42893,62,82538,5.2
2018_3,274876,135124,139751,2823,2975,2840,0,2840,509,214,295,95,60,6,4834998636,442850,3179625983,1655372653,2770649230,1849072278,297630,145220,98,89640,3.8
2018_3,156345,69334,87010,1531,1677,1374,0,1374,364,220,144,101,48,16,7903463475,296888,5731799992,2171663483,4120023239,2709284972,223350,73538,136,89640,3.8
2018_3,522147,251236,270910,333,324,438,0,438,69,26,43,128,60,30,11060186911,386071,7828044279,3232142632,5402763335,4894396138,284195,101876,140,112201,3.8
2018_3,325252,158780,166471,1748,1929,1925,28,1897,732,356,376,91,48,14,6787325718,521479,4687017512,2100308206,3491418818,2964075409,358604,162875,150,89449,3.8
2018_3,51273,24978,26296,1257,1429,1335,0,1335,14,2,12,89,51,8,2878645445,210644,1875450988,1003194457,1380731297,1343319865,142289,68355,81,89449,3.8
2018_3,527411,247458,279953,330,438,544,174,370,54,19,35,96,46,26,11397254560,688481,8695529073,2701725487,5109365227,5970729568,516902,171579,227,89449,3.8
2018_3,469589,233846,235744,276,281,341,0,341,284,113,171,93,47,43,25374253447,1415837,17058283863,8315969584,9728983188,14728282925,950490,465347,563,89449,3.8
2018_3,1955526,946335,1009191,99,122,148,0,148,74,30,44,116,67,25,8336576198,551733,6013707267,2322868931,3796829866,4277026978,403158,148575,108,89449,3.8
2018_3,172323,76971,95355,2722,2933,2550,0,2550,20,14,6,90,53,12,2404024310,184134,1605123463,798900847,1136369220,1089044554,124536,59598,71,89449,3.8
2018_3,6011136,2759496,3251644,1375,1319,2056,60,1996,3278,1418,1860,111,51,217,1.18E+11,6781371,81677526372,36043983974,55013992087,56527408219,4671758,2109613,1719,165969,6.6
2018_3,1231657,401347,830312,518,1085,1286,70,1216,1395,638,757,108,47,63,35139325180,2642537,25432781969,9706543211,8427820932,24529181060,1998219,644318,1055,165969,6.6
2018_3,324780,172118,152662,1312,1426,1473,33,1440,1471,632,839,114,54,10,5063986407,318091,4086734955,977251452,2597513245,1430026636,236928,81163,124,93592,5.3
2018_3,486033,203523,282505,1454,1581,1390,50,1340,86,44,42,116,62,12,1229239782,97230,912756759,316483023,574491391,428626031,72559,24671,51,93592,5.3
2018_3,440655,218097,222556,1028,1096,1173,215,958,1015,551,464,114,58,17,5584836919,426201,4297283051,1287553868,2612746190,2255486101,315668,110533,87,93592,5.3
2018_3,362376,193254,169122,285,319,238,0,238,4905,2395,2510,79,44,25,16654679742,1093472,13287184954,3367494788,6566799111,8559671910,872964,220508,120,93592,5.3
2018_3,197764,96204,101557,326,429,400,0,400,395,269,126,74,50,7,8147739354,538795,6179355468,1968383886,4053718683,2925451369,402322,136473,87,139924,5.8
2018_3,969223,415941,553285,87,103,142,0,142,342,155,187,76,49,38,12152345842,742163,8979061084,3173284758,4717287486,6275994895,527446,214717,236,139924,5.8
2018_3,6929351,3193652,3735695,2292,2497,3034,129,2905,16818,8154,8664,71,45,255,3.15E+11,17150651,2.00E+11,1.15E+11,1.29E+11,1.67E+11,10913472,6237179,3726,139924,5.8
2018_3,212587,95938,116651,1143,1332,1218,31,1187,3917,2018,1899,96,47,28,7065092315,387159,5487107252,1577985063,2942936762,3365839953,296030,91129,130,139924,5.8
