Date,상권_코드_명,운영_영업_개월_평균,폐업_영업_개월_평균
2019_1,범안로11길,104,59
2019_1,문성로5길,108,43
2019_1,독산로85길,99,51
2019_1,독산로78다길,122,52
2019_1,독산로70길,107,55
2019_1,독산로64길,109,53
2019_1,독산로50길,93,50
2019_1,독산로40길,104,46
2019_1,독산로108길,126,48
2019_1,남부순환로112길,96,44
2019_1,금하로24길,107,50
2019_1,금하로1길,112,60
2019_1,금하로14길,116,44
2019_1,가산로5길,110,49
2019_1,가산로3길,108,52
2019_1,중앙로1길,96,48
2019_1,중앙로15길,95,51
2019_1,우마길,103,62
2019_1,오류로8길,112,49
2019_1,신도림로13길,133,68
2019_1,새말로18길,85,50
2019_1,부일로1길,118,60
2019_1,부일로15길,99,55
2019_1,부일로11길,88,48
2019_1,디지털로32길,92,53
2019_1,디지털로32가길,68,49
2019_1,디지털로27길,99,51
2019_1,도림로6길,116,53
2019_1,도림로12길,127,43
2019_1,남부순환로97길,111,49
2019_1,구로중앙로8길,113,46
2019_1,구로중앙로7길,113,54
2019_1,구로중앙로42길,108,55
2019_1,구로중앙로34길,116,52
2019_1,구로중앙로28길,106,50
2019_1,구로중앙로19길,111,48
2019_1,구로동로8길,120,48
2019_1,구로동로7길,110,49
2019_1,구로동로42길,106,43
2019_1,구로동로41길,124,51
2019_1,구로동로38길,118,50
2019_1,구로동로28길,101,45
2019_1,구로동로15길,104,47
2019_1,공원로6가길,104,56
2019_1,고척로52길,108,47
2019_1,고척로27다길,92,57
2019_1,고척로27길,98,51
2019_1,고척로21나길,112,52
2019_1,경인로47길,98,53
2019_1,경인로35길,115,46
2019_1,경인로31길,99,44
2019_1,경인로15길,108,57
2019_1,개봉로3길,117,46
2019_1,개봉로2길,104,53
2019_1,개봉로23가길,117,55
2019_1,개봉로20길,119,57
2019_1,개봉로1길,127,46
2019_1,개봉로17다길,125,61
2019_1,개봉로17길,93,47
2019_1,개봉로11길,103,53
2019_1,화곡로64길,94,51
2019_1,화곡로59길,80,54
2019_1,화곡로44나길,95,45
2019_1,화곡로31길,98,50
2019_1,화곡로20길,101,46
2019_1,화곡로13길,93,47
2019_1,초원로16길,109,54
2019_1,초록마을로8길,114,59
2019_1,초록마을로3길,120,54
2019_1,월정로20길,116,49
2019_1,우장산로6길,81,51
2019_1,양천로73가길,114,56
2019_1,양천로71길,100,54
2019_1,양천로49길,118,53
2019_1,양천로26길,96,48
2019_1,양천로24길,90,48
2019_1,양천로24가길,117,48
2019_1,양천로14길,96,47
2019_1,방화대로6라길,87,48
2019_1,방화대로21길,104,54
2019_1,등촌로5길,109,46
2019_1,등촌로55길,89,43
2019_1,등촌로51길,110,55
2019_1,등촌로39길,102,44
2019_1,등촌로13길,72,44
2019_1,남부순환로11길,91,39
2019_1,까치산로4길,106,47
2019_1,국회대로7길,112,44
2019_1,공항대로8길,101,44
2019_1,공항대로61길,84,50
2019_1,공항대로59다길,112,53
2019_1,공항대로59길,92,51
2019_1,공항대로55길,98,53
2019_1,공항대로42길,93,47
2019_1,공항대로38길,97,51
2019_1,곰달래로60길,89,48
2019_1,곰달래로53길,98,55
2019_1,곰달래로47길,87,46
2019_1,곰달래로31길,89,48
2019_1,곰달래로25길,90,44
2019_1,개화동로25길,137,59
2019_1,개화동로23길,132,55
2019_1,강서로8길,93,45
2019_1,강서로5라길,117,46
2019_1,강서로5나길,88,48
2019_1,강서로5가길,98,51
2019_1,강서로47라길,79,52
2019_1,강서로47길,84,47
2019_1,강서로45다길,85,43
2019_1,강서로45길,83,48
2019_1,강서로35길,96,50
2019_1,강서로29길,87,45
2019_1,강서로18길,91,47
2019_1,강서로17가길,101,49
2019_1,강서로15길,107,43
2019_1,가로공원로80길,102,47
2019_1,가로공원로76가길,104,47
2019_1,화곡로4길,106,57
2019_1,화곡로3길,110,50
2019_1,지양로7길,112,43
2019_1,중앙로55길,126,60
2019_1,중앙로51길,110,49
2019_1,중앙로47길,133,56
2019_1,중앙로45길,133,55
2019_1,중앙로36길,111,47
2019_1,중앙로32길,95,45
2019_1,중앙로25길,126,59
2019_1,은행정로7길,103,45
2019_1,은행정로5길,108,49
2019_1,오목로5길,108,49
2019_1,오목로3길,91,54
2019_1,오목로30길,112,48
2019_1,오목로23길,118,47
2019_1,신월로20길,149,66
2019_1,신월로15길,102,54
2019_1,신목로6길,103,47
2019_1,신목로5길,91,50
2019_1,신목로2길,102,51
2019_1,목동중앙서로8가길,107,45
2019_1,목동중앙서로7길,97,45
2019_1,목동중앙북로8길,92,47
2019_1,목동중앙북로16길,85,52
2019_1,목동중앙본로7길,102,52
2019_1,목동중앙로3길,97,44
2019_1,목동중앙로13나길,104,53
2019_1,목동중앙남로3가길,104,45
2019_1,목동로9길,78,43
2019_1,목동로19길,95,46
2019_1,목동동로8길,103,48
2019_1,목동동로12길,90,49
2019_1,목동남로4길,98,51
2019_1,남부순환로88길,91,51
2019_1,남부순환로79길,169,66
2019_1,남부순환로70길,108,52
2019_1,남부순환로58길,91,54
2019_1,남부순환로40길,125,52
2019_1,남부순환로33길,100,53
2019_1,곰달래로5길,115,48
2019_1,곰달래로3길,111,44
2019_1,곰달래로2길,115,46
2019_1,곰달래로10길,108,48
2019_1,가로공원로58길,119,49
2019_1,효창원로93길,124,62
2019_1,토정로37길,63,54
2019_1,월드컵로8길,90,47
2019_1,월드컵로7길,94,43
2019_1,월드컵로36길,89,56
2019_1,월드컵로25길,97,47
2019_1,월드컵로19길,85,47
2019_1,월드컵로16길,96,48
2019_1,월드컵로11길,98,49
2019_1,월드컵로10길,68,41
2019_1,와우산로3길,70,49
2019_1,와우산로29길,59,41
2019_1,와우산로29가길,55,45
2019_1,양화진길,80,44
2019_1,양화로1길,73,48
2019_1,양화로11길,76,49
2019_1,신촌로30길,140,52
2019_1,신촌로28가길,159,82
2019_1,신촌로12길,86,48
2019_1,숭문길,103,58
2019_1,숭문8길,154,59
2019_1,성지3길,55,50
2019_1,성산로4길,89,47
2019_1,성미산로32길,46,31
2019_1,성미산로1길,105,48
2019_1,성미산로11길,91,50
2019_1,백범로16길,98,50
2019_1,방울내로9안길,96,48
2019_1,모래내로7길,88,59
2019_1,매봉산로2길,67,52
2019_1,망원로2길,72,45
2019_1,망원로11길,88,44
2019_1,만리재옛길,114,55
2019_1,마포대로4길,115,50
2019_1,마포대로20길,115,58
2019_1,마포대로12길,89,47
2019_1,동교로38길,33,41
2019_1,동교로27길,74,46
2019_1,동교로25길,68,51
2019_1,동교로19길,95,48
2019_1,동교로17길,88,43
2019_1,독막로8길,78,48
2019_1,독막로32길,114,62
2019_1,독막로22길,116,55
2019_1,도화길,91,59
2019_1,도화4길,100,50
2019_1,대흥로28길,130,53
2019_1,대흥로21길,124,57
2019_1,광성로6길,103,57
2019_1,홍제내길,100,58
2019_1,홍연길,101,73
2019_1,통일로39길,129,51
2019_1,통일로37길,115,59
2019_1,통일로11길,158,66
2019_1,충정로6길,109,61
2019_1,충정로4길,96,58
2019_1,증가로6길,114,61
2019_1,증가로23나길,114,57
2019_1,증가로20가길,111,63
2019_1,증가로10길,94,47
2019_1,응암로1길,108,49
2019_1,연희로10길,99,59
2019_1,신촌로37길,193,78
2019_1,수색로8길,99,54
2019_1,세무서길,110,58
2019_1,세무서2길,118,54
2019_1,세검정로1길,134,63
2019_1,북아현로4길,135,59
2019_1,모래내로15길,93,55
2019_1,명지대길,83,47
2019_1,독립문로8길,99,61
2019_1,가재울로6길,121,59
2019_1,통일로92길,90,72
2019_1,통일로87길,117,51
2019_1,통일로78길,103,40
2019_1,통일로69길,110,46
2019_1,진흥로1길,96,43
2019_1,진흥로12길,98,61
2019_1,증산서길,153,64
2019_1,증산로9길,105,51
2019_1,증산로5길,116,49
2019_1,증산로21길,98,53
2019_1,증산로17길,120,55
2019_1,증산로15길,108,47
2019_1,증산로13길,133,54
2019_1,응암로34길,128,59
2019_1,응암로22길,103,53
2019_1,응암로14길,110,53
2019_1,응암로13길,120,53
2019_1,응암로12길,109,46
2019_1,은평로8길,94,47
2019_1,은평로3길,90,48
2019_1,은평로20길,132,65
2019_1,은평로13길,107,48
2019_1,은평로10길,127,56
2019_1,연서로5길,84,51
2019_1,연서로41길,82,59
2019_1,연서로3길,87,51
2019_1,연서로34길,111,61
2019_1,연서로33길,101,58
2019_1,연서로29길,93,45
2019_1,연서로28길,94,49
2019_1,연서로27길,84,51
2019_1,연서로21길,82,47
2019_1,연서로17길,87,53
2019_1,연서로16길,108,49
2019_1,연서로13길,85,45
2019_1,연서로11길,97,51
2019_1,역말로9길,95,56
2019_1,수색로18길,156,63
2019_1,서오릉로8길,93,51
2019_1,서오릉로21길,109,56
2019_1,불광천길,111,53
2019_1,갈현로7길,96,50
2019_1,갈현로41길,126,61
2019_1,갈현로33길,85,42
2019_1,갈현로1길,113,47
2019_1,가좌로7길,101,54
2019_1,한글비석로44길,104,56
2019_1,한글비석로24길,95,46
2019_1,한글비석로22길,91,44
2019_1,석계로1길,105,54
2019_1,상계로9가길,109,42
2019_1,상계로1길,92,44
2019_1,상계로12길,98,45
2019_1,동일로242길,79,53
2019_1,동일로192길,85,54
2019_1,동일로173가길,113,49
2019_1,공릉로58길,105,47
2019_1,해등로16길,76,44
2019_1,우이천로4다길,105,55
2019_1,우이천로32길,102,50
2019_1,시루봉로23길,117,51
2019_1,삼양로144길,87,47
2019_1,방학로6가길,110,46
2019_1,방학로5길,100,45
2019_1,방학로15길,98,51
2019_1,방학로10길,108,46
2019_1,도봉산길,99,55
2019_1,도봉산4길,81,55
2019_1,도봉로181길,112,53
2019_1,도봉로169나길,111,48
2019_1,도봉로156길,104,52
2019_1,도봉로152가길,85,51
2019_1,도봉로147길,87,45
2019_1,도봉로143길,105,50
2019_1,도봉로114길,93,48
2019_1,도봉로109길,87,48
2019_1,도당로29길,99,47
2019_1,도당로19길,102,46
2019_1,도당로13바길,94,46
2019_1,도당로13가길,90,45
2019_1,덕릉로60길,99,45
2019_1,노해로63다길,84,44
2019_1,노해로60길,111,49
2019_1,한천로140길,94,43
2019_1,한천로139가길,83,37
2019_1,한천로132길,106,46
2019_1,한천로130길,89,47
2019_1,한천로124나길,84,50
2019_1,한천로109길,107,49
2019_1,인수봉로79길,102,55
2019_1,인수봉로72길,108,48
2019_1,인수봉로56길,95,47
2019_1,오패산로67길,92,39
2019_1,오패산로52길,112,52
2019_1,오패산로30길,80,46
2019_1,수유로12길,108,42
2019_1,솔샘로65길,108,55
2019_1,솔매로50길,100,51
2019_1,솔매로45길,100,47
2019_1,솔매로41길,96,46
2019_1,삼양로93길,100,57
2019_1,삼양로77길,87,54
2019_1,삼양로54길,113,56
2019_1,삼양로41길,137,52
2019_1,삼양로27길,83,44
2019_1,삼양로24길,102,54
2019_1,삼양로20길,109,56
2019_1,삼각산로28길,93,41
2019_1,도봉로99길,75,45
2019_1,도봉로8길,83,54
2019_1,도봉로76길,95,45
2019_1,도봉로67길,103,46
2019_1,도봉로45길,92,52
2019_1,도봉로18길,139,53
2019_1,도봉로13길,112,46
2019_1,덕릉로41길,97,42
2019_1,덕릉로40길,97,54
2019_1,노해로33길,90,56
2019_1,노해로23길,90,47
2019_1,노해로17길,105,44
2019_1,화랑로40길,108,47
2019_1,화랑로32길,107,53
2019_1,화랑로1길,124,53
2019_1,화랑로19길,124,65
2019_1,화랑로14길,101,50
2019_1,화랑로13길,106,55
2019_1,한천로76길,115,44
2019_1,한천로101가길,137,68
2019_1,창경궁로43길,57,41
2019_1,지봉로20길,96,56
2019_1,종암로5길,111,69
2019_1,종암로24가길,120,58
2019_1,종암로21길,103,56
2019_1,종암로19길,102,54
2019_1,종암로16길,120,59
2019_1,정릉로8길,116,63
2019_1,정릉로27길,117,64
2019_1,정릉로26길,128,59
2019_1,장위로50길,122,73
2019_1,장월로1길,99,49
2019_1,인촌로6길,105,46
2019_1,인촌로5길,85,51
2019_1,인촌로24길,97,56
2019_1,개운사길,84,52
2019_1,인촌로1길,77,43
2019_1,인촌로17가길,109,61
2019_1,오패산로4길,100,52
2019_1,오패산로3길,126,55
2019_1,오패산로19길,128,56
2019_1,안암로5길,111,54
2019_1,아리랑로4길,92,53
2019_1,솔샘로6길,114,61
2019_1,성북로8길,92,57
2019_1,삼양로8길,91,50
2019_1,삼선교로16가길,109,50
2019_1,삼선교로10다길,73,46
2019_1,삼선교로10길,94,53
2019_1,보문로32길,78,43
2019_1,보문로31길,118,51
2019_1,보문로26길,115,44
2019_1,보문로13길,122,51
2019_1,보국문로16길,116,58
2019_1,동소문로6길,125,70
2019_1,동소문로2길,121,65
2019_1,동소문로26가길,98,48
2019_1,동소문로15길,84,58
2019_1,동소문로13길,89,57
2019_1,돌곶이로8길,156,61
2019_1,돌곶이로41길,119,64
2019_1,돌곶이로28길,133,59
2019_1,돌곶이로27길,125,50
2019_1,돌곶이로22길,119,59
2019_1,돌곶이로14길,130,43
2019_1,길음로7길,168,57
2019_1,중랑천로10길,100,43
2019_1,용마산로94길,104,42
2019_1,용마산로118길,125,49
2019_1,용마산로112길,111,50
2019_1,용마산로100길,97,47
2019_1,신내로7가길,78,50
2019_1,사가정로54길,121,57
2019_1,사가정로42길,100,45
2019_1,봉화산로56길,95,48
2019_1,봉화산로4길,99,48
2019_1,봉화산로30길,121,58
2019_1,봉우재로33길,110,52
2019_1,면목로78길,118,46
2019_1,면목로56길,109,46
2019_1,면목로55길,104,49
2019_1,면목로49길,93,51
2019_1,면목로48길,108,44
2019_1,면목로45길,90,48
2019_1,면목로33길,116,46
2019_1,면목로21길,104,51
2019_1,망우로73길,97,51
2019_1,망우로68길,102,47
2019_1,동일로163길,85,48
2019_1,동일로157길,115,51
2019_1,동일로149길,85,50
2019_1,동일로140길,119,56
2019_1,동일로139길,117,48
2019_1,동일로139가길,108,47
2019_1,동일로130길,102,48
2019_1,동일로123길,120,50
2019_1,동일로112길,106,50
2019_1,동일로101길,115,45
2019_1,동일로100길,115,50
2019_1,답십리로75길,104,56
2019_1,공릉로2길,92,57
2019_1,공릉로12가길,59,52
2019_1,겸재로54길,97,50
2019_1,겸재로36길,76,48
2019_1,겸재로29길,119,52
2019_1,휘경로3길,118,58
2019_1,휘경로2길,106,53
2019_1,휘경로23길,137,77
2019_1,휘경로14길,113,54
2019_1,한천로46길,96,47
2019_1,한천로40길,120,50
2019_1,한천로33길,106,54
2019_1,한천로14길,105,43
2019_1,천호대로97길,144,56
2019_1,천호대로77길,126,43
2019_1,천호대로45길,135,92
2019_1,천호대로17길,94,52
2019_1,천호대로12길,144,53
2019_1,천장산로7길,98,62
2019_1,제기로5길,109,48
2019_1,제기로21길,133,61
2019_1,전농로4길,128,53
2019_1,전농로3길,87,54
2019_1,전농로29길,122,55
2019_1,장한로8길,114,47
2019_1,장한로5길,107,47
2019_1,장한로27길,116,47
2019_1,장한로27가길,126,45
2019_1,장한로26길,91,48
2019_1,장한로26가길,111,43
2019_1,장한로25길,121,50
2019_1,장한로14길,109,49
2019_1,이문로42길,140,51
2019_1,왕산로43길,107,49
2019_1,왕산로33길,126,62
2019_1,왕산로32길,157,52
2019_1,약령시로17길,136,59
2019_1,서울시립대로4길,92,51
2019_1,서울시립대로29길,95,56
2019_1,서울시립대로16길,92,69
2019_1,사가정로2길,98,49
2019_1,사가정로23가길,94,55
2019_1,사가정로13길,130,53
2019_1,무학로45길,147,59
2019_1,무학로16길,127,49
2019_1,망우로21길,123,54
2019_1,망우로18길,100,49
2019_1,망우로18가길,78,48
2019_1,답십리로72길,95,47
2019_1,답십리로69길,99,47
2019_1,답십리로68길,88,42
2019_1,답십리로64길,111,52
2019_1,답십리로63길,129,53
2019_1,답십리로60길,125,52
2019_1,답십리로56길,106,58
2019_1,답십리로23길,93,53
2019_1,난계로30길,111,50
2019_1,경희대로4길,80,48
2019_1,경희대로3길,80,47
2019_1,천호대로129길,87,54
2019_1,천호대로123길,112,53
2019_1,천호대로109길,87,44
2019_1,자양번영로3길,104,65
2019_1,자양로53길,113,53
2019_1,자양로50길,85,52
2019_1,자양로45길,94,54
2019_1,자양로26길,96,42
2019_1,자양로15길,110,49
2019_1,자양로11길,110,46
2019_1,용마산로3길,83,51
2019_1,용마산로21길,92,50
2019_1,아차산로78길,91,56
2019_1,아차산로65길,89,51
2019_1,아차산로55길,100,47
2019_1,아차산로51길,108,52
2019_1,아차산로40길,109,54
2019_1,면목로17길,115,51
2019_1,뚝섬로64길,123,57
2019_1,뚝섬로58길,99,49
2019_1,뚝섬로54길,101,42
2019_1,뚝섬로48길,99,50
2019_1,뚝섬로24길,148,57
2019_1,뚝섬로23길,98,50
2019_1,동일로24길,84,46
2019_1,동일로18길,80,46
2019_1,능동로4길,79,45
2019_1,능동로3길,112,50
2019_1,능동로34길,83,54
2019_1,능동로19길,92,45
2019_1,능동로13길,93,45
2019_1,긴고랑로9길,97,48
2019_1,긴고랑로8길,111,46
2019_1,긴고랑로7길,104,55
2019_1,긴고랑로20길,116,52
2019_1,광나루로52길,88,54
2019_1,광나루로40길,131,51
2019_1,광나루로37길,164,63
2019_1,광나루로36길,112,51
2019_1,광나루로24길,90,57
2019_1,광나루로12길,123,48
2019_1,한림말길,78,43
2019_1,한림말3길,89,52
2019_1,청계천로10나길,114,52
2019_1,장터길,117,55
2019_1,용답중앙길,123,69
2019_1,용답29길,100,56
2019_1,왕십리로6길,91,52
2019_1,왕십리로31길,98,60
2019_1,왕십리로26길,116,55
2019_1,왕십리로21길,127,55
2019_1,왕십리로14길,88,50
2019_1,아차산로5길,94,61
2019_1,아차산로15길,90,46
2019_1,아차산로11길,90,59
2019_1,송정4가길,119,52
2019_1,송정12라길,128,50
2019_1,성수일로6길,87,53
2019_1,성수이로7길,73,50
2019_1,성수이로18길,85,47
2019_1,성덕정길,130,53
2019_1,성덕정17길,107,50
2019_1,서울숲2길,56,46
2019_1,상원길,95,49
2019_1,상원12길,104,59
2019_1,사근동길,105,67
2019_1,무학봉길,95,63
2019_1,무학봉28길,102,50
2019_1,무학로6길,107,57
2019_1,무수막길,102,59
2019_1,매봉길,91,62
2019_1,마조로1길,89,48
2019_1,마조로16길,142,62
2019_1,마장로39길,114,56
2019_1,마장로27길,136,58
2019_1,뚝섬로5길,83,54
2019_1,둘레9길,136,56
2019_1,금호산길,128,68
2019_1,금호산2길,94,58
2019_1,고산자로6길,101,51
2019_1,후암로28길,101,61
2019_1,효창원로39길,103,50
2019_1,회나무로13길,84,48
2019_1,한남대로20길,75,45
2019_1,한강대로88길,169,62
2019_1,한강대로7길,103,61
2019_1,한강대로62길,129,60
2019_1,한강대로52길,97,55
2019_1,한강대로43길,96,51
2019_1,한강대로15길,131,66
2019_1,한강대로104길,107,60
2019_1,청파로73길,112,67
2019_1,청파로71길,147,54
2019_1,청파로47나길,103,56
2019_1,청파로47길,101,48
2019_1,장문로45길,104,50
2019_1,이태원로54길,63,49
2019_1,이태원로27길,109,63
2019_1,이촌로22길,154,73
2019_1,원효로89길,108,63
2019_1,원효로53길,124,54
2019_1,원효로41길,122,53
2019_1,원효로19길,109,62
2019_1,우사단로4길,100,58
