Date,상권_코드_명,총_직장_인구_수
2019_1,통일로92길,93
2019_1,통일로87길,224
2019_1,통일로78길,212
2019_1,진흥로1길,556
2019_1,진흥로12길,509
2019_1,증산서길,401
2019_1,증산로9길,84
2019_1,증산로5길,747
2019_1,증산로21길,236
2019_1,증산로17길,683
2019_1,증산로15길,230
2019_1,증산로13길,71
2019_1,응암로34길,60
2019_1,응암로22길,187
2019_1,응암로14길,456
2019_1,응암로13길,301
2019_1,응암로12길,198
2019_1,은평로8길,247
2019_1,은평로3길,301
2019_1,은평로20길,6
2019_1,은평로13길,364
2019_1,은평로10길,287
2019_1,연서로5길,41
2019_1,연서로41길,242
2019_1,연서로3길,113
2019_1,연서로34길,150
2019_1,연서로33길,33
2019_1,연서로29길,300
2019_1,연서로28길,732
2019_1,연서로27길,82
2019_1,연서로21길,290
2019_1,연서로17길,1155
2019_1,연서로16길,263
2019_1,연서로13길,693
2019_1,연서로11길,239
2019_1,역말로9길,20
2019_1,수색로18길,37
2019_1,서오릉로8길,14
2019_1,서오릉로21길,411
2019_1,불광천길,200
2019_1,갈현로7길,913
2019_1,갈현로41길,123
2019_1,갈현로33길,37
2019_1,갈현로1길,203
2019_1,가좌로7길,57
2019_1,한글비석로44길,397
2019_1,한글비석로24길,409
2019_1,한글비석로22길,782
2019_1,석계로1길,110
2019_1,상계로9가길,305
2019_1,상계로12길,19
2019_1,동일로242길,244
2019_1,동일로192길,458
2019_1,동일로173가길,2867
2019_1,공릉로58길,148
2019_1,해등로16길,75
2019_1,우이천로4다길,191
2019_1,우이천로32길,91
2019_1,시루봉로23길,49
2019_1,삼양로144길,73
2019_1,방학로6가길,202
2019_1,방학로5길,137
2019_1,방학로15길,304
2019_1,방학로10길,215
2019_1,도봉산4길,320
2019_1,도봉로181길,185
2019_1,도봉로169나길,272
2019_1,도봉로156길,282
2019_1,도봉로152가길,423
2019_1,도봉로147길,557
2019_1,도봉로114길,567
2019_1,도봉로109길,30
2019_1,도당로29길,870
2019_1,도당로19길,190
2019_1,도당로13바길,205
2019_1,도당로13가길,155
2019_1,덕릉로60길,90
2019_1,노해로63다길,649
2019_1,노해로60길,325
2019_1,한천로140길,111
2019_1,한천로139가길,50
2019_1,한천로132길,332
2019_1,한천로130길,279
2019_1,한천로124나길,111
2019_1,한천로109길,608
2019_1,인수봉로79길,158
2019_1,인수봉로72길,82
2019_1,오패산로67길,583
2019_1,오패산로52길,102
2019_1,오패산로30길,10
2019_1,수유로12길,236
2019_1,솔샘로65길,472
2019_1,솔매로50길,704
2019_1,솔매로45길,196
2019_1,솔매로41길,86
2019_1,삼양로93길,17
2019_1,삼양로77길,419
2019_1,삼양로54길,8
2019_1,삼양로41길,306
2019_1,삼양로24길,101
2019_1,삼양로20길,137
2019_1,삼각산로28길,833
2019_1,도봉로99길,217
2019_1,도봉로8길,258
2019_1,도봉로76길,389
2019_1,도봉로67길,6
2019_1,도봉로45길,113
2019_1,도봉로18길,382
2019_1,도봉로13길,26
2019_1,덕릉로41길,794
2019_1,덕릉로40길,919
2019_1,노해로33길,32
2019_1,노해로17길,252
2019_1,화랑로40길,185
2019_1,화랑로32길,466
2019_1,화랑로1길,161
2019_1,화랑로19길,561
2019_1,화랑로14길,33
2019_1,화랑로13길,83
2019_1,한천로76길,135
2019_1,한천로101가길,46
2019_1,창경궁로43길,29
2019_1,지봉로20길,118
2019_1,종암로5길,132
2019_1,종암로24가길,294
2019_1,종암로21길,250
2019_1,종암로19길,408
2019_1,종암로16길,89
2019_1,정릉로8길,196
2019_1,정릉로27길,212
2019_1,장위로50길,685
2019_1,장월로1길,341
2019_1,인촌로6길,3273
2019_1,인촌로5길,26
2019_1,인촌로24길,236
2019_1,개운사길,3713
2019_1,인촌로1길,150
2019_1,인촌로17가길,3323
2019_1,오패산로4길,624
2019_1,오패산로3길,1178
2019_1,오패산로19길,41
2019_1,안암로5길,612
2019_1,아리랑로4길,558
2019_1,솔샘로6길,154
2019_1,성북로8길,56
2019_1,삼양로8길,65
2019_1,삼선교로16가길,735
2019_1,삼선교로10다길,94
2019_1,삼선교로10길,295
2019_1,보문로32길,1017
2019_1,보문로31길,702
2019_1,보문로13길,931
2019_1,보국문로16길,389
2019_1,동소문로26가길,230
2019_1,동소문로15길,128
2019_1,동소문로13길,435
2019_1,돌곶이로8길,182
2019_1,돌곶이로41길,43
2019_1,돌곶이로28길,227
2019_1,돌곶이로27길,71
2019_1,돌곶이로22길,132
2019_1,길음로7길,8
2019_1,중랑천로10길,770
2019_1,용마산로94길,456
2019_1,용마산로118길,566
2019_1,용마산로112길,356
2019_1,용마산로100길,433
2019_1,신내로7가길,276
2019_1,사가정로54길,135
2019_1,사가정로42길,84
2019_1,봉화산로56길,558
2019_1,봉화산로4길,412
2019_1,봉화산로30길,354
2019_1,봉우재로33길,114
2019_1,면목로78길,254
2019_1,면목로56길,205
2019_1,면목로55길,364
2019_1,면목로49길,545
2019_1,면목로48길,122
2019_1,면목로45길,67
2019_1,면목로33길,405
2019_1,면목로21길,32
2019_1,망우로73길,8
2019_1,망우로68길,83
2019_1,동일로163길,90
2019_1,동일로157길,223
2019_1,동일로149길,1154
2019_1,동일로140길,189
2019_1,동일로139길,64
2019_1,동일로139가길,1207
2019_1,동일로130길,118
2019_1,동일로123길,184
2019_1,동일로112길,156
2019_1,동일로101길,289
2019_1,동일로100길,74
2019_1,답십리로75길,106
2019_1,공릉로2길,665
2019_1,공릉로12가길,28
2019_1,겸재로54길,107
2019_1,겸재로36길,242
2019_1,겸재로29길,449
2019_1,휘경로3길,232
2019_1,휘경로2길,9
2019_1,휘경로23길,19
2019_1,휘경로14길,128
2019_1,한천로46길,323
2019_1,한천로40길,302
2019_1,한천로33길,81
2019_1,한천로14길,584
2019_1,천호대로97길,343
2019_1,천호대로77길,2055
2019_1,천호대로45길,122
2019_1,천호대로17길,2257
2019_1,천호대로12길,806
2019_1,천장산로7길,1481
2019_1,제기로5길,224
2019_1,제기로21길,232
2019_1,전농로4길,689
2019_1,전농로3길,73
2019_1,전농로29길,321
2019_1,장한로8길,802
2019_1,장한로5길,3043
2019_1,장한로27길,140
2019_1,장한로27가길,422
2019_1,장한로26길,533
2019_1,장한로26가길,328
2019_1,장한로25길,1042
2019_1,장한로14길,184
2019_1,이문로42길,270
2019_1,왕산로43길,897
2019_1,왕산로33길,158
2019_1,왕산로32길,6
2019_1,약령시로17길,340
2019_1,서울시립대로4길,659
2019_1,서울시립대로29길,221
2019_1,서울시립대로16길,136
2019_1,사가정로2길,86
2019_1,사가정로23가길,98
2019_1,사가정로13길,278
2019_1,무학로45길,345
2019_1,무학로16길,1213
2019_1,망우로21길,196
2019_1,망우로18길,363
2019_1,망우로18가길,71
2019_1,답십리로72길,4
2019_1,답십리로69길,926
2019_1,답십리로68길,97
2019_1,답십리로64길,355
2019_1,답십리로63길,81
2019_1,답십리로60길,14
2019_1,답십리로56길,16
2019_1,답십리로23길,6
2019_1,난계로30길,131
2019_1,경희대로3길,289
2019_1,천호대로129길,230
2019_1,천호대로123길,294
2019_1,천호대로109길,1212
2019_1,자양번영로3길,87
2019_1,자양로53길,2
2019_1,자양로50길,24
2019_1,자양로45길,570
2019_1,자양로26길,298
2019_1,자양로15길,331
2019_1,자양로11길,1347
2019_1,용마산로3길,1005
2019_1,용마산로21길,171
2019_1,아차산로78길,2678
2019_1,아차산로65길,675
2019_1,아차산로55길,398
2019_1,아차산로51길,243
2019_1,아차산로40길,536
2019_1,면목로17길,272
2019_1,뚝섬로64길,300
2019_1,뚝섬로58길,189
2019_1,뚝섬로54길,152
2019_1,뚝섬로48길,847
2019_1,뚝섬로24길,96
2019_1,뚝섬로23길,110
2019_1,동일로24길,16
2019_1,동일로18길,200
2019_1,능동로4길,236
2019_1,능동로3길,204
2019_1,능동로34길,911
2019_1,능동로19길,324
2019_1,능동로13길,332
2019_1,긴고랑로9길,47
2019_1,긴고랑로8길,224
2019_1,긴고랑로7길,497
2019_1,긴고랑로20길,587
2019_1,광나루로52길,1932
2019_1,광나루로40길,137
2019_1,광나루로37길,306
2019_1,광나루로36길,50
2019_1,광나루로24길,83
2019_1,광나루로12길,1047
2019_1,한림말길,65
2019_1,청계천로10나길,1826
2019_1,장터길,39
2019_1,용답중앙길,92
2019_1,용답29길,1708
2019_1,왕십리로6길,1457
2019_1,왕십리로31길,81
2019_1,왕십리로26길,4069
2019_1,왕십리로21길,196
2019_1,왕십리로14길,2760
2019_1,아차산로5길,2254
2019_1,아차산로15길,4423
2019_1,아차산로11길,3763
2019_1,송정4가길,1033
2019_1,송정12라길,266
2019_1,성수일로6길,2624
2019_1,성수이로7길,558
2019_1,성수이로18길,2355
2019_1,성덕정길,897
2019_1,성덕정17길,234
2019_1,서울숲2길,1098
2019_1,상원길,1553
2019_1,상원12길,170
2019_1,사근동길,30
2019_1,무학봉길,5
2019_1,무학봉28길,134
2019_1,무학로6길,387
2019_1,무수막길,153
2019_1,매봉길,10
2019_1,마조로1길,216
2019_1,마조로16길,839
2019_1,마장로39길,107
2019_1,마장로27길,77
2019_1,둘레9길,391
2019_1,금호산길,436
2019_1,금호산2길,36
2019_1,고산자로6길,9832
2019_1,후암로28길,209
2019_1,효창원로39길,57
2019_1,회나무로13길,85
2019_1,한남대로20길,772
2019_1,한강대로7길,491
2019_1,한강대로62길,742
2019_1,한강대로52길,1146
2019_1,한강대로43길,5969
2019_1,한강대로15길,1230
2019_1,한강대로104길,11313
2019_1,청파로73길,1175
2019_1,청파로71길,228
2019_1,청파로47나길,171
2019_1,청파로47길,969
2019_1,장문로45길,55
2019_1,이태원로54길,2259
2019_1,이태원로27길,629
2019_1,이촌로22길,279
2019_1,원효로89길,893
2019_1,원효로53길,867
2019_1,원효로41길,1490
2019_1,원효로19길,1038
2019_1,우사단로4길,152
2019_1,우사단로14길,1886
2019_1,우사단로10길,87
2019_1,신흥로20길,216
2019_1,소월로20길,136
2019_1,서빙고로71길,469
2019_1,백범로90길,256
2019_1,백범로79길,725
2019_1,두텁바위로1길,2758
2019_1,대사관로34길,291
2019_1,녹사평대로46길,74
2019_1,녹사평대로40나길,65
2019_1,녹사평대로32길,389
2019_1,녹사평대로26길,2081
2019_1,녹사평대로11길,267
2019_1,퇴계로90길,599
2019_1,퇴계로8길,2397
2019_1,퇴계로56길,1285
2019_1,퇴계로46길,2119
2019_1,퇴계로18길,3099
2019_1,퇴계로12길,1154
2019_1,청구로1길,250
2019_1,청구로17길,1721
2019_1,장충단로8길,3242
2019_1,삼일대로4길,957
2019_1,명동길,36306
2019_1,동호로20길,854
2019_1,동호로15길,4108
2019_1,동호로11길,17
2019_1,동호로10길,1587
2019_1,다산로39길,1339
2019_1,다산로38길,1628
2019_1,다산로36길,70
2019_1,다산로33길,396
2019_1,난계로21길,252
2019_1,난계로11길,1823
2019_1,필운대로1길,4
2019_1,평창길,206
2019_1,통일로12길,236
2019_1,창신길,271
2019_1,창신5길,8
2019_1,창신2길,56
2019_1,창경궁로35길,1114
2019_1,지봉로8길,195
2019_1,종로65길,486
2019_1,자하문로7길,624
2019_1,이화장길,1996
2019_1,율곡로16길,103
2019_1,율곡로10길,2228
2019_1,옥인길,469
2019_1,숭인동길,24
2019_1,성균관로5길,133
2019_1,삼청로5길,449
2019_1,북촌로5나길,1693
2019_1,북촌로5길,57
2019_1,북촌로11길,12
2019_1,백석동길,139
2019_1,명륜길,18
2019_1,돈화문로11가길,1048
2019_1,계동길,829
2018_4,강남 마이스 관광특구,22562
2018_4,잠실 관광특구,30675
2018_4,종로·청계 관광특구,31692
2018_4,동대문패션타운 관광특구,10568
2018_4,명동 남대문 북창동 다동 무교동 관광특구,158818
2018_4,이태원 관광특구,5857
2018_4,길동복조리시장,471
2018_4,둔촌역전통시장,169
2018_4,성내골목시장,6
2018_4,천호시장,9
2018_4,암사종합시장,829
2018_4,고덕전통시장,400
2018_4,명일골목시장,531
2018_4,새마을시장,385
2018_4,석촌시장,165
2018_4,방이시장,611
2018_4,마천시장,216
2018_4,풍납시장,10
2018_4,강남개포시장,36
2018_4,도곡시장,484
2018_4,영동전통시장,3036
2018_4,미성동도깨비시장,409
2018_4,신신림시장,3
2018_4,삼성동시장,94
2018_4,신림중앙시장,12
2018_4,강남골목시장,262
2018_4,관악신사시장,171
2018_4,신원시장,330
2018_4,인헌시장,204
2018_4,봉천현대시장,10
2018_4,봉천제일종합시장,62
2018_4,낙성대시장,16
2018_4,중부시장,185
2018_4,남성역골목시장,563
2018_4,남성사계시장,1983
2018_4,흑석시장,171
2018_4,상도4동도깨비골목시장,327
2018_4,영도시장,83
2018_4,본동인정시장,134
2018_4,대림중앙시장,20
2018_4,우리시장,18
2018_4,영진시장A동,47
2018_4,사러가시장,34
2018_4,영등포청과시장,218
2018_4,영등포전통시장,4063
2018_4,은행나무시장,69
2018_4,현대시장,45
2018_4,남문시장,271
2018_4,독산동 우시장,137
2018_4,개봉중앙시장,10
2018_4,가리봉시장,16
2018_4,남구로시장,13
2018_4,구로시장,60
2018_4,방신전통시장,47
2018_4,송화골목시장,563
2018_4,까치산시장,46
2018_4,남부골목시장,217
2018_4,화곡중앙골목시장,2
2018_4,등마루시장,799
2018_4,신정3동골목시장,181
2018_4,신정2동골목시장,6
2018_4,신월6동골목시장,229
2018_4,신곡종합시장,13
2018_4,신월3동골목시장,68
2018_4,경창시장,208
2018_4,월정로시장,123
2018_4,신영시장,56
2018_4,목4동시장,211
2018_4,목3동시장,768
2018_4,목2동시장,228
2018_4,마포농수산물시장,461
2018_4,망원월드컵시장,16
2018_4,망원시장,60
2018_4,신수시장,121
2018_4,아현시장,25
2018_4,대림골목시장,411
2018_4,상계중앙시장,42
2018_4,방학동도깨비시장,160
2018_4,쌍문역골목시장,71
2018_4,신도봉시장,28
2018_4,창동신창시장,141
2018_4,수유북부시장,12
2018_4,장미원골목시장,67
2018_4,수유중앙시장,127
2018_4,강북종합시장,65
2018_4,우이시장,157
2018_4,수유전통시장,411
2018_4,번동북부골목시장,84
2018_4,솔샘시장,109
2018_4,방천골목시장,77
2018_4,석관황금시장,78
2018_4,장위전통시장,190
2018_4,정릉시장,37
2018_4,정릉아리랑시장,2
2018_4,돈암제일시장,52
2018_4,우림골목시장,218
2018_4,묵1동도깨비시장,290
2018_4,태능시장,3
2018_4,중화제일시장,22
2018_4,사가정시장,245
2018_4,동원시장,72
2018_4,동부골목시장,105
2018_4,회기시장,114
2018_4,답십리시장,31
2018_4,답십리현대시장,98
2018_4,청량리종합시장,10
2018_4,청량리농수산물시장,21
2018_4,서울약령시장,1319
2018_4,청량리수산시장,227
2018_4,구의시장,132
2018_4,조양시장,91
2018_4,영동교골목시장,18
2018_4,능동로골목시장,275
2018_4,자양골목시장,97
2018_4,중곡제일시장,130
2018_4,한아름시장,174
2018_4,성동용답상가시장,312
2018_4,뚝도시장,35
2018_4,금남시장,29
2018_4,행당시장,257
2018_4,마장축산물시장,1516
2018_4,용문전통시장,41
2018_4,후암시장,48
2018_4,합동(새벽)시장,2365
2018_4,서울중앙시장,278
2018_4,백학시장,463
2018_4,약수시장,1786
2018_4,청평화시장,3360
2018_4,제일평화시장,570
2018_4,남평화시장,200
2018_4,방산종합시장,1879
2018_4,인현시장,1084
2018_4,신중부시장,2437
2018_4,남대문시장,7146
2018_4,동묘시장,903
2018_4,창신골목시장,223
2018_4,충신시장,297
2018_4,종로신진시장,39
2018_4,동대문종합시장,320
2018_4,광장시장,204
2018_4,서울 노원구 노원역_3,775
2018_4,서울 노원구 노원역_1,1068
2018_4,창동역,2477
2018_4,서울 강북구 수유역_3,64
2018_4,서울 강북구 수유역_2,4370
2018_4,서울 강북구 수유역_1,43
2018_4,서울 은평구 연신내역_3,676
2018_4,서울 은평구 연신내역_2,451
2018_4,서울 은평구 연신내역_1,74
2018_4,서울 성북구 미아삼거리역_2,507
2018_4,서울 강북구 미아삼거리역_1,542
2018_4,서울 은평구 불광역_3,54
2018_4,서울 은평구 불광역_2,69
2018_4,서울 은평구 불광역_1,284
2018_4,미아사거리_2,121
2018_4,미아사거리_1,621
2018_4,서울 성북구 성신여대입구역,5286
2018_4,경희대학교,370
2018_4,서울 성북구 안암역,112
2018_4,혜화역 대학로_3,1727
2018_4,혜화역 대학로_2,1513
2018_4,혜화역 대학로_1,1225
2018_4,디지털미디어시티,17010
2018_4,서울 동대문구 청량리역,3509
2018_4,서울 종로구 안국역_2,706
2018_4,서울 종로구 안국역_1,11483
2018_4,서울 종로구 경복궁역_1,207
2018_4,서울 종로구 종로3가역_3,3411
2018_4,서울 종로구 종로3가역_2,1922
2018_4,서울 동대문구 신설동역_2,4377
2018_4,인사동,21052
2018_4,서울 종로구 종로5가역_4,635
2018_4,서울 종로구 종로5가역_3,4960
2018_4,종로구청,18495
2018_4,서울 종로구 종로5가역_2,17391
2018_4,신설동역,738
2018_4,서울 동대문구 신설동역_1,2
2018_4,서울 종로구 광화문역_2,54371
2018_4,동묘앞역,68
2018_4,장안동사거리,503
2018_4,서울 종로구 동대문역_2,1106
2018_4,동대문시장_2,500
2018_4,서울 종로구 종로5가역_1,50
2018_4,서울 종로구 종로3가역_1,4034
2018_4,서울 종로구 광화문역_1,2103
2018_4,종각역,20751
2018_4,종각역 젊음의 거리,2712
2018_4,서대문구 서대문역_1,348
2018_4,동대문시장_1,437
2018_4,시청역_2,21859
2018_4,서울시청,23497
2018_4,서울 중구 을지로3가역_2,7863
2018_4,서울 중구 신당역_2,1354
2018_4,서대문구 서대문역_2,1449
2018_4,동대문역사문화공원역,2248
2018_4,서울 중구 을지로3가역_1,18018
2018_4,명동거리,9026
2018_4,롯데백화점,40463
2018_4,서울 중구 신당역_1,1057
2018_4,북창동,10548
2018_4,서울 중구 충무로역_2,14898
