Date,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수
2015_1,도봉로109길,166654,76758,89900,10603,20839,37477,39364,36593,21785
2015_1,도봉로114길,610693,287674,323018,38786,87469,128385,135286,129721,91045
2015_1,도봉로143길,189449,93550,95897,12545,19876,35695,48475,48020,24837
2015_1,도봉로147길,332783,166316,166467,19918,39565,63150,81608,81441,47097
2015_1,도봉로152가길,68891,35289,33602,1531,5915,15658,19300,18474,8010
2015_1,도봉로156길,81707,40730,40976,2174,7206,17432,21823,21932,11137
2015_1,도봉로169나길,123553,64803,58750,1547,10188,24223,31612,36920,19058
2015_1,도봉로181길,105236,53590,51646,2701,11588,23058,25196,26456,16239
2015_1,도봉산4길,21744,11421,10322,68,705,4349,6471,7869,2281
2015_1,도봉산길,75171,38523,36646,324,3724,17153,20750,23367,9853
2015_1,방학로10길,139153,68728,70424,8197,11146,28136,37652,38360,15660
2015_1,방학로15길,109440,45986,63452,9521,12392,20850,28450,28110,10118
2015_1,방학로5길,204468,96660,107809,14763,25086,41488,50446,48202,24487
2015_1,방학로6가길,201841,101457,100383,11519,18660,38454,52764,53992,26448
2015_1,삼양로144길,168873,73408,95466,8840,25813,36926,41778,38430,17085
2015_1,시루봉로23길,154887,79786,75104,3350,16943,31573,41118,41748,20153
2015_1,우이천로32길,139896,59805,80093,5836,14509,30831,39491,35540,13691
2015_1,우이천로4다길,113383,52806,60576,6399,11538,24551,31521,27753,11618
2015_1,해등로16길,75391,34891,40501,5483,10717,16395,17851,17300,7647
2015_1,공릉로58길,99220,52258,46963,9593,26773,16069,22179,19221,5387
2015_1,동일로173가길,216290,115440,100851,4163,29203,54794,53646,51553,22933
2015_1,동일로192길,250340,128034,122305,16646,50258,52206,52864,51561,26805
2015_1,동일로242길,180821,88762,92057,9305,19574,40762,48201,44646,18329
2015_1,상계로12길,190198,82937,107261,16810,27350,37459,50483,40526,17567
2015_1,상계로1길,159857,74282,85577,16721,29315,33180,35729,30317,14592
2015_1,상계로9가길,256329,115605,140722,20898,30565,48947,67518,60367,28033
2015_1,석계로1길,226239,115563,110674,13322,32237,49966,53742,48420,28553
2015_1,한글비석로22길,336570,156573,179997,35128,40206,57098,88332,73833,41976
2015_1,한글비석로24길,227202,104106,123099,20745,25966,42671,59344,53376,25099
2015_1,한글비석로44길,295772,135479,160294,24039,30810,57523,79550,72412,31437
2015_1,가좌로7길,221204,110355,110852,16963,28648,44461,54341,50791,25999
2015_1,갈현로1길,137729,58884,78846,7491,16444,35977,37026,29261,11530
2015_1,갈현로33길,264139,122022,142115,23672,38840,55173,58477,54813,33165
2015_1,갈현로41길,183045,81580,101465,16187,22726,40057,41999,39620,22454
2015_1,갈현로7길,134712,55744,78969,6435,14539,35378,37308,30648,10402
2015_1,불광천길,382638,181416,201218,23216,52798,88752,89103,78539,50234
2015_1,서오릉로21길,217539,95688,121852,16295,19159,49580,59475,51955,21072
2015_1,서오릉로8길,117489,54868,62620,4779,13237,28223,30004,26617,14627
2015_1,수색로18길,187557,102381,85174,4310,21158,46982,49903,44959,20247
2015_1,역말로9길,212151,94662,117490,15639,27076,49202,53028,45393,21811
2015_1,연서로11길,341588,152793,188797,31593,41623,74215,79684,69585,44888
2015_1,연서로13길,176950,81264,95686,15135,19776,39382,42469,37581,22606
2015_1,연서로16길,338028,155985,182044,25191,36522,80575,85261,74818,35661
2015_1,연서로17길,280583,134283,146297,20269,27272,62452,68818,63817,37950
2015_1,연서로21길,210939,99395,111541,13298,15829,51348,54750,50983,24731
2015_1,연서로27길,194661,92992,101667,15367,31575,40071,42966,39389,25295
2015_1,연서로28길,410006,192213,217789,33961,66861,87470,91674,80038,50003
2015_1,연서로29길,138141,66039,72103,11092,20004,28696,30580,29090,18679
2015_1,연서로33길,240969,112390,128583,20583,33350,50343,53861,51790,31041
2015_1,연서로34길,160393,72995,87399,11766,17761,33325,40478,38151,18916
2015_1,연서로3길,166061,74630,91429,9103,18241,43918,44323,37242,13233
2015_1,연서로41길,133441,53573,79872,9438,9856,26888,40120,34629,12511
2015_1,연서로5길,144412,66088,78327,5105,12039,42485,41611,35937,7238
2015_1,은평로10길,223467,107747,115721,11620,23639,52020,57149,51146,27892
2015_1,은평로13길,254053,120894,133158,11649,27217,62530,66754,58757,27148
2015_1,은평로20길,72067,33829,38240,1844,6068,18795,19137,17820,8405
2015_1,은평로3길,261746,121894,139851,18589,33808,61799,62061,53102,32391
2015_1,은평로8길,292296,137165,155132,21149,37306,67419,68006,59168,39250
2015_1,응암로12길,250084,121797,128285,19301,32727,52342,57042,52786,35887
2015_1,응암로13길,197177,93698,103479,13740,25157,44374,45684,40823,27394
2015_1,응암로14길,216533,100924,115605,14664,25712,49932,53032,45769,27423
2015_1,응암로22길,192266,85530,106739,11738,23541,47096,48430,39854,21612
2015_1,응암로34길,213098,99637,113460,12344,23581,50450,52153,46139,28436
2015_1,증산로13길,286541,135035,151508,22381,34329,63611,67774,60340,38104
2015_1,증산로15길,83512,39852,43659,3523,2563,20083,24411,22880,10059
2015_1,증산로17길,243756,115613,128143,17783,27165,55431,58175,51997,33205
2015_1,증산로21길,118629,57251,61375,6831,14702,28252,28841,25515,14491
2015_1,증산로5길,58665,28956,29710,1426,2600,15388,19096,15714,4441
2015_1,증산로9길,119625,57564,62063,6285,12850,29038,30828,27876,12749
2015_1,증산서길,88924,47709,41218,1374,6093,21644,25689,24402,9720
2015_1,진흥로12길,357326,166088,191239,16603,42756,80593,89864,78123,49384
2015_1,진흥로1길,215076,101370,113701,8774,18697,58626,58484,51879,18609
2015_1,통일로69길,73099,32773,40327,3051,8837,16534,18796,16243,9639
2015_1,통일로78길,97887,45282,52605,7326,14143,21448,23004,21044,10922
2015_1,통일로87길,277361,129163,148197,20423,32730,61692,64278,61325,36909
2015_1,통일로92길,163964,76278,87687,6909,13803,41789,43097,41797,16572
2015_1,가재울로6길,191857,102021,89832,6727,24550,40915,51685,46451,21532
2015_1,독립문로8길,310348,155643,154706,11098,38520,70607,84479,68567,37073
2015_1,명지대길,191128,94012,97117,22649,43996,34309,40149,33739,16288
2015_1,모래내로15길,102887,52825,50063,2209,7243,22775,31375,27730,11557
2015_1,북아현로4길,360337,193481,166858,14450,52374,83907,97762,76695,35148
2015_1,세검정로1길,243076,121904,121172,12001,30295,47961,60304,54828,37688
2015_1,세무서2길,373456,177219,196241,23227,45039,77181,89935,83104,54972
2015_1,세무서길,557485,276516,280973,31372,63856,105815,136635,126583,93224
2015_1,수색로8길,116022,51995,64026,4277,7223,29700,36451,29584,8791
2015_1,신촌로37길,112880,62012,50866,3693,14164,24815,30883,26413,12912
2015_1,연희로10길,92830,49038,43791,1695,27089,22349,19843,16193,5661
2015_1,응암로1길,178375,86092,92287,9155,17773,41947,47411,43398,18696
2015_1,증가로10길,329878,169659,160218,25272,70190,62676,72784,65016,33940
2015_1,증가로20가길,179581,87270,92313,16812,29025,35274,41760,37083,19619
2015_1,증가로23나길,322325,150696,171633,21095,39354,72972,80111,72416,36378
2015_1,증가로6길,148538,73817,74722,11393,33399,28214,35089,28541,11908
2015_1,충정로4길,187339,104289,83049,4424,27078,50619,52336,35913,16968
2015_1,충정로6길,351018,208603,142417,5449,45373,107756,107476,60109,24857
2015_1,통일로11길,59272,29057,30216,3323,7145,12136,14981,12797,8889
2015_1,통일로37길,371305,180879,190426,22632,47403,72301,87057,80251,61660
2015_1,통일로39길,352033,171771,180262,18982,44215,69353,84030,77479,57977
2015_1,홍연길,72583,37312,35264,1962,9406,15367,21721,17970,6151
2015_1,홍제내길,88377,45386,42992,1381,5953,20382,29269,23590,7799
2015_1,광성로6길,159609,87667,71942,6959,33764,38138,38597,30172,11982
2015_1,대흥로21길,285569,135074,150497,11853,82551,64127,57382,50033,19627
2015_1,대흥로28길,373773,168285,205486,19159,99678,79795,72463,66816,35861
2015_1,도화4길,240032,123173,116859,7138,29775,64346,64991,47860,25921
2015_1,도화길,835864,458268,377596,24233,105337,228592,229176,158849,89683
2015_1,독막로22길,163742,90603,73140,3024,27558,47679,42610,30939,11933
2015_1,독막로32길,183891,99937,83951,6583,24936,47510,50631,38334,15891
2015_1,독막로8길,121178,65815,55363,2125,31550,37524,27530,17324,5123
2015_1,동교로17길,154912,82536,72375,2076,28875,49023,41061,25054,8820
2015_1,동교로19길,164059,88492,75567,2216,29003,48782,43050,29053,11956
2015_1,동교로25길,145638,75774,69865,3762,27641,40862,35680,24546,13146
2015_1,동교로27길,179903,91339,88563,4515,34763,52622,44780,29511,13718
2015_1,동교로38길,123985,61990,61996,3659,32134,34745,26358,18813,8274
2015_1,마포대로12길,209108,116216,92892,6144,25864,56939,57580,42194,20388
2015_1,마포대로20길,224612,125048,99562,3856,25382,63378,66320,50258,15414
2015_1,마포대로4길,276731,155264,121468,7657,32869,76499,78200,52601,28903
2015_1,만리재옛길,473177,257266,215913,16552,57893,121583,134933,100441,41780
2015_1,망원로11길,174231,86202,88029,8985,22222,42452,45205,35079,20286
2015_1,망원로2길,210038,105983,104051,6523,28655,58421,57187,42407,16843
2015_1,매봉산로2길,219928,124426,95503,6303,27821,58695,61765,45029,20310
2015_1,모래내로7길,149903,79891,70013,4274,13169,35440,42708,36987,17321
2015_1,방울내로9안길,505904,255993,249905,24961,64475,128233,133801,102592,51843
2015_1,백범로16길,367933,190344,177589,21692,72485,87363,89466,65699,31231
2015_1,성미산로11길,178813,99528,79284,3118,24165,47826,50500,37855,15351
2015_1,성미산로1길,254207,126907,127296,12808,34953,64217,66207,48561,27459
2015_1,성미산로32길,76502,38631,37872,1266,15752,24862,19668,11142,3812
2015_1,성산로4길,149826,81993,67837,4136,16448,37267,42591,33578,15803
2015_1,성지3길,139859,78929,60931,1056,28594,43361,35060,23966,7824
2015_1,숭문8길,150963,71081,79879,8441,33400,34558,34992,28430,11142
2015_1,숭문길,220954,112628,108327,11341,37987,55523,59492,42624,13994
2015_1,신촌로12길,267577,135232,132347,9173,77341,65113,53660,41778,20518
2015_1,신촌로28가길,198003,94181,103822,8520,35778,43637,46118,41711,22241
2015_1,신촌로30길,98064,49160,48902,3244,13582,21360,25632,23318,10927
2015_1,양화로11길,125476,66308,59169,3083,30194,36944,29030,18409,7819
2015_1,양화로1길,156336,83971,72367,1365,26598,46620,40509,30533,10713
2015_1,양화진길,207929,111212,96716,5177,50508,59262,47002,32851,13129
2015_1,와우산로29가길,215848,105635,110215,17898,87747,51352,31341,18535,8978
2015_1,와우산로29길,178577,88801,89777,11524,67625,45732,28599,17552,7545
2015_1,와우산로3길,124120,68827,55291,2042,30422,37696,28731,19058,6169
2015_1,월드컵로10길,313937,167216,146721,6202,58521,95621,79957,51022,22617
2015_1,월드컵로11길,120662,61666,58996,2016,18757,34564,30992,24139,10194
2015_1,월드컵로16길,330886,162926,167958,18382,48468,87933,85676,58999,31425
2015_1,월드컵로19길,338955,168843,170111,18101,47678,85250,84640,64298,38987
2015_1,월드컵로25길,372070,189159,182910,23000,49654,92907,97209,71221,38081
2015_1,월드컵로36길,213868,109850,104019,11417,24277,50457,59970,43864,23882
2015_1,월드컵로7길,114914,60348,54565,2091,18537,33627,29304,21717,9641
2015_1,월드컵로8길,207319,113920,93396,3451,41272,64149,52796,32750,12897
2015_1,토정로37길,163703,94252,69452,4049,18180,45669,47890,32967,14947
2015_1,효창원로93길,282240,141021,141219,13445,37705,59360,79095,61841,30793
2015_1,가로공원로58길,114364,55431,58931,6702,13182,22927,28728,29316,13509
2015_1,곰달래로10길,210643,101669,108976,10574,26554,48706,50249,50729,23832
2015_1,곰달래로2길,140075,68750,71327,6574,15085,32111,35035,35808,15463
2015_1,곰달래로3길,285755,142594,143164,14258,32259,59576,69316,73610,36740
2015_1,곰달래로5길,167319,86025,81294,8799,17525,34498,42584,44426,19488
2015_1,남부순환로33길,137006,72134,64873,7660,14881,29144,34611,36053,14655
2015_1,남부순환로40길,221470,111503,109969,14453,25245,43689,54622,55940,27524
2015_1,남부순환로58길,104527,52100,52426,4621,11255,21511,26793,28139,12208
2015_1,남부순환로70길,240143,116651,123494,15767,25002,58884,57733,56229,26532
2015_1,남부순환로79길,289485,146868,142614,18416,28257,61858,69690,73860,37401
2015_1,남부순환로88길,19818,9937,9881,744,37,5018,7641,5442,938
2015_1,목동남로4길,124035,58585,65450,11092,12964,23281,33130,29756,13812
2015_1,목동동로12길,572788,271395,301394,57560,99834,110137,136547,109589,59125
2015_1,목동동로8길,255165,115733,139435,33178,26561,45619,72008,57148,20649
2015_1,목동로19길,386234,192289,193946,27931,52634,85945,97910,82111,39704
2015_1,목동로9길,506030,251695,254331,41467,64848,107822,131289,106892,53716
2015_1,목동중앙남로3가길,162368,75896,86471,17112,21786,31928,39190,34576,17771
2015_1,목동중앙로13나길,32064,19198,12866,496,3476,8872,10257,7321,1642
2015_1,목동중앙로3길,256763,115399,141363,30495,33791,48482,67102,52381,24514
2015_1,목동중앙본로7길,208722,96230,112494,22485,28528,42047,51429,43610,20624
2015_1,목동중앙북로16길,142674,64162,78513,12470,18390,33904,34470,29269,14173
2015_1,목동중앙북로8길,123125,58604,64520,8908,17440,26613,28509,27579,14076
2015_1,목동중앙서로7길,394603,192989,201615,34935,48856,74451,94174,88897,53291
2015_1,목동중앙서로8가길,240284,121048,119235,17677,28679,46641,57226,55013,35045
2015_1,신목로2길,193950,92555,101394,22922,25114,35091,52705,40928,17188
2015_1,신목로5길,317472,148010,169459,42713,35443,53534,86847,68855,30073
2015_1,신목로6길,359464,174628,184837,43907,46640,61211,96468,77373,33866
2015_1,신월로15길,424493,211188,213304,28081,46291,96337,99676,101706,52401
2015_1,신월로20길,124176,62386,61793,6158,12359,27548,28282,31627,18200
2015_1,오목로23길,155972,75000,80969,5728,17800,39359,38231,37334,17514
2015_1,오목로30길,192998,91578,101419,11703,24235,44080,45709,43689,23576
2015_1,오목로3길,161019,80491,80532,7904,13693,41844,41145,40976,15454
2015_1,오목로5길,199258,95064,104191,14912,23154,46873,45433,45044,23841
2015_1,은행정로5길,106969,51418,55548,7561,12458,22137,27517,24271,13028
2015_1,은행정로7길,455109,219406,235705,33228,59211,97861,107598,99149,58064
2015_1,중앙로25길,135952,63543,72409,8894,16505,28698,33866,32501,15490
2015_1,중앙로32길,331370,160018,171347,28455,37598,65833,86185,73441,39856
2015_1,중앙로36길,124314,59967,64346,8527,14360,25357,32293,29129,14647
2015_1,중앙로45길,228183,109420,118766,12088,28444,51961,55364,53856,26469
2015_1,중앙로47길,184027,87724,96303,9237,23450,40572,45208,44663,20904
2015_1,중앙로51길,369794,180581,189213,23256,39325,82784,85387,89130,49909
2015_1,중앙로55길,201115,100252,100861,11156,21298,48146,48088,48032,24391
2015_1,지양로7길,206097,98836,107261,14890,22188,49419,48373,46965,24262
2015_1,화곡로3길,101369,51567,49799,5782,12922,22181,26333,24811,9334
2015_1,화곡로4길,205718,114509,91209,12662,25085,42437,52771,51740,21025
2015_1,가로공원로76가길,129057,59001,70052,6850,17660,32438,28816,28331,14962
2015_1,가로공원로80길,185137,85412,99723,11463,27040,45029,40028,39702,21875
2015_1,강서로15길,319830,152287,167543,14483,47253,82197,69398,69118,37383
2015_1,강서로17가길,184050,86784,97266,10144,26447,48690,40651,37497,20622
2015_1,강서로18길,401877,189822,212056,22933,57475,106955,89217,80445,44859
2015_1,강서로29길,398151,185904,212246,23238,60465,97519,85654,85339,45935
2015_1,강서로35길,196039,88673,107365,12542,28508,45191,42312,43662,23822
2015_1,강서로45길,176758,78058,98701,23577,21159,33997,41384,36597,20042
2015_1,강서로45다길,157374,70595,86775,16531,21171,32389,34753,34140,18390
2015_1,강서로47길,314088,136699,177390,42150,34352,62185,83890,62756,28761
2015_1,강서로47라길,276896,116398,160502,39829,30047,53091,73616,54641,25680
2015_1,강서로5가길,275242,139019,136222,12454,37153,69601,62473,59804,33759
2015_1,강서로5나길,120371,61207,59167,2193,14333,31928,28612,30535,12770
2015_1,강서로5라길,192758,105110,87648,6035,23119,50093,49259,42834,21418
2015_1,강서로8길,219937,110609,109330,8944,27741,59430,52107,48126,23588
2015_1,개화동로23길,224779,121025,103756,8773,32599,50032,52361,52547,28465
2015_1,개화동로25길,131624,74234,57390,2762,19564,31187,31855,31898,14358
2015_1,곰달래로25길,192931,95645,97284,10015,26452,50638,44000,39736,22089
2015_1,곰달래로31길,170162,84768,85395,7950,21733,45086,41416,36445,17532
2015_1,곰달래로47길,303201,134903,168298,28908,37505,69398,73199,61109,33084
2015_1,곰달래로53길,459304,204681,254627,45423,59689,103739,110058,90962,49432
2015_1,곰달래로60길,293624,142381,151245,22386,37813,60082,70691,65884,36770
