Date,상권_코드_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,상권_변화_지표
2018_1,백학시장,102,56,100,50,HH
2018_1,약수시장,117,59,100,50,HH
2018_1,청평화시장,96,61,100,50,LH
2018_1,제일평화시장,105,53,100,50,HH
2018_1,동평화시장,115,52,100,50,HH
2018_1,남평화시장,114,55,100,50,HH
2018_1,방산종합시장,153,67,100,50,HH
2018_1,평화시장,120,52,100,50,HH
2018_1,인현시장,134,54,100,50,HH
2018_1,신중부시장,143,67,100,50,HH
2018_1,남대문시장,135,59,100,50,HH
2018_1,신설종합시장,201,39,100,50,HL
2018_1,동묘시장,118,46,100,50,HL
2018_1,창신골목시장,133,59,100,50,HH
2018_1,동문시장,87,56,100,50,LH
2018_1,충신시장,159,71,100,50,HH
2018_1,종로신진시장,144,66,100,50,HH
2018_1,동대문종합시장,145,64,100,50,HH
2018_1,광장시장,204,85,100,50,HH
2018_1,통인시장,113,59,100,50,HH
2018_1,서울 노원구 노원역_3,83,46,100,50,LL
2018_1,서울 노원구 노원역_2,106,43,100,50,HL
2018_1,서울 노원구 노원역_1,102,46,100,50,HL
2018_1,창동역,97,49,100,50,LL
2018_1,서울 강북구 수유역_3,113,50,100,50,HL
2018_1,등나무근린공원 주변,77,49,100,50,LL
2018_1,서울 강북구 수유역_2,91,49,100,50,LL
2018_1,서울 강북구 수유역_1,100,48,100,50,HL
2018_1,서울 은평구 연신내역_3,89,40,100,50,LL
2018_1,서울 은평구 연신내역_2,84,48,100,50,LL
2018_1,서울 은평구 연신내역_1,112,67,100,50,HH
2018_1,서울 성북구 미아삼거리역_2,112,56,100,50,HH
2018_1,서울 강북구 미아삼거리역_1,90,49,100,50,LL
2018_1,서울 은평구 불광역_3,93,47,100,50,LL
2018_1,서울 은평구 불광역_2,127,60,100,50,HH
2018_1,서울 은평구 불광역_1,89,46,100,50,LL
2018_1,미아사거리_2,79,51,100,50,LH
2018_1,미아사거리_1,101,53,100,50,HH
2018_1,서울 성북구 성신여대입구역,96,49,100,50,LL
2018_1,경희대학교,87,47,100,50,LL
2018_1,서울 성북구 안암역,88,49,100,50,LL
2018_1,혜화역 대학로_3,94,54,100,50,LH
2018_1,혜화역 대학로_2,104,49,100,50,HL
2018_1,혜화역 대학로_1,86,51,100,50,LH
2018_1,디지털미디어시티,48,35,100,50,LL
2018_1,서울 동대문구 청량리역,155,61,100,50,HH
2018_1,서울 종로구 경복궁역_2,112,53,100,50,HH
2018_1,서울 종로구 안국역_2,94,56,100,50,LH
2018_1,서울 종로구 안국역_1,121,55,100,50,HH
2018_1,서울 종로구 경복궁역_1,101,57,100,50,HH
2018_1,서울 종로구 종로3가역_3,122,53,100,50,HH
2018_1,서울 종로구 종로3가역_2,108,57,100,50,HH
2018_1,서울 동대문구 신설동역_2,123,44,100,50,HL
2018_1,인사동,142,63,100,50,HH
2018_1,서울 종로구 종로5가역_4,143,66,100,50,HH
2018_1,서울 종로구 종로5가역_3,136,53,100,50,HH
2018_1,종로구청,108,59,100,50,HH
2018_1,서울 종로구 종로5가역_2,99,57,100,50,LH
2018_1,신설동역,119,36,100,50,HL
2018_1,서울 동대문구 신설동역_1,89,47,100,50,LL
2018_1,서울 종로구 광화문역_2,123,55,100,50,HH
2018_1,동묘앞역,123,50,100,50,HL
2018_1,장안동사거리,89,46,100,50,LL
2018_1,서울 종로구 동대문역_2,98,50,100,50,LL
2018_1,서울 종로구 동대문역_1,120,59,100,50,HH
2018_1,동대문시장_2,140,67,100,50,HH
2018_1,서울 종로구 종로5가역_1,133,73,100,50,HH
2018_1,서울 종로구 종로3가역_1,122,56,100,50,HH
2018_1,서울 종로구 광화문역_1,131,70,100,50,HH
2018_1,종각역,146,56,100,50,HH
2018_1,종각역 젊음의 거리,100,55,100,50,HH
2018_1,서대문구 서대문역_1,138,59,100,50,HH
2018_1,동대문시장_1,126,48,100,50,HL
2018_1,시청역_2,116,56,100,50,HH
2018_1,서울시청,121,62,100,50,HH
2018_1,서울 중구 을지로3가역_2,140,61,100,50,HH
2018_1,서울 중구 신당역_2,151,54,100,50,HH
2018_1,서대문구 서대문역_2,119,58,100,50,HH
2018_1,동대문역사문화공원역,139,59,100,50,HH
2018_1,서울 중구 을지로3가역_1,158,59,100,50,HH
2018_1,명동거리,146,54,100,50,HH
2018_1,롯데백화점,104,69,100,50,HH
2018_1,서울 중구 신당역_1,110,55,100,50,HH
2018_1,북창동,150,58,100,50,HH
2018_1,서울 중구 충무로역_2,151,57,100,50,HH
2018_1,서울 강서구 송정역,113,53,100,50,HH
2018_1,장한평역_2,109,48,100,50,HL
2018_1,시청역_1,123,67,100,50,HH
2018_1,왕십리역_2,107,53,100,50,HH
2018_1,서울 강서구 발산역,58,45,100,50,LL
2018_1,장한평역_1,103,46,100,50,HL
2018_1,서울 중구 충무로역_1,127,57,100,50,HH
2018_1,왕십리역_1,98,67,100,50,LH
2018_1,장한평역,108,51,100,50,HH
2018_1,서울 중구 명동역,107,49,100,50,HL
2018_1,장충동 족발거리,136,67,100,50,HH
2018_1,한양시장,91,53,100,50,LH
2018_1,서울 서대문구 이대역,109,47,100,50,HL
2018_1,서울 서대문구 신촌역,108,51,100,50,HH
2018_1,서울 마포구 홍대입구역_3,73,49,100,50,LL
2018_1,서울 마포구 홍대입구역_2,79,49,100,50,LL
2018_1,홍익대학교 주변,68,45,100,50,LL
2018_1,서울 광진구 군자역,92,52,100,50,LH
2018_1,신촌역,120,55,100,50,HH
2018_1,강서구청,84,44,100,50,LL
2018_1,서울 마포구 홍대입구역_1,88,46,100,50,LL
2018_1,서울 중구 약수역_2,98,55,100,50,LH
2018_1,서울 중구 약수역_1,133,61,100,50,HH
2018_1,서울 강동구 고덕역,101,54,100,50,HH
2018_1,등촌역,92,48,100,50,LL
2018_1,서울 강동구 명일역,115,49,100,50,HL
2018_1,어린이대공원역,90,51,100,50,LH
2018_1,서울 마포구 공덕역_2,136,63,100,50,HH
2018_1,공덕역,92,45,100,50,LL
2018_1,서울 용산구 숙대입구역,118,58,100,50,HH
2018_1,남영역,121,55,100,50,HH
2018_1,서울 마포구 공덕역_1,75,44,100,50,LL
2018_1,서울 마포구 마포역_2,94,50,100,50,LL
2018_1,서울 광진구 건대입구역_2,76,51,100,50,LH
2018_1,서울 마포구 마포역_1,112,53,100,50,HH
2018_1,서울 강동구 천호역_2,91,49,100,50,LL
2018_1,서울 광진구 건대입구역_1,78,55,100,50,LH
2018_1,건대입구역,57,42,100,50,LL
2018_1,서울 광진구 구의역,99,49,100,50,LL
2018_1,서울 강동구 천호역,104,54,100,50,HH
2018_1,당산역_2,87,50,100,50,LL
2018_1,서울 강동구 천호역_1,97,48,100,50,LL
2018_1,서울 강동구 길동역,94,45,100,50,LL
2018_1,용산 전자상가_5,132,49,100,50,HL
2018_1,용산 전자상가_4,122,49,100,50,HL
2018_1,당산역_1,85,49,100,50,LL
2018_1,서울 광진구 강변역,118,55,100,50,HH
2018_1,용산 전자상가_3,133,46,100,50,HL
2018_1,서울 용산구 이태원역,123,60,100,50,HH
2018_1,한남오거리,117,55,100,50,HH
2018_1,목동사거리,95,51,100,50,LH
2018_1,용산 전자상가_2,136,46,100,50,HL
2018_1,용산구청,70,55,100,50,LH
2018_1,용산 전자상가_1,115,57,100,50,HH
2018_1,국회의사당역_2,102,47,100,50,HL
2018_1,서울 용산구 신용산역,103,53,100,50,HH
2018_1,국회의사당역_1,115,63,100,50,HH
2018_1,압구정 로데오거리_2,95,45,100,50,LL
2018_1,서울 강남구 압구정역,96,50,100,50,LL
2018_1,서울 영등포구 영등포구청역,97,46,100,50,LL
2018_1,압구정 로데오거리_1,92,45,100,50,LL
2018_1,서울 강동구 둔촌동역,107,52,100,50,HH
2018_1,오목교역,82,51,100,50,LH
2018_1,신사동 가로수길,88,47,100,50,LL
2018_1,서울 영등포구 여의도역_2,99,55,100,50,LH
2018_1,청담사거리_3,86,48,100,50,LL
2018_1,영등포유통상가,111,49,100,50,HL
2018_1,청담역_2,90,52,100,50,LH
2018_1,청담역_1,88,45,100,50,LL
2018_1,청담사거리_2,98,53,100,50,LH
2018_1,청담사거리_1,102,45,100,50,HL
2018_1,서울 영등포구 여의도역_1,109,47,100,50,HL
2018_1,서울 양천구 신정네거리역_2,110,57,100,50,HH
2018_1,학동사거리_2,83,43,100,50,LL
2018_1,서울 영등포구 영등포시장역,145,56,100,50,HH
2018_1,학동사거리_1,106,46,100,50,HL
2018_1,여의도 시범아파트앞,99,45,100,50,LL
2018_1,영등포역_3,123,49,100,50,HL
2018_1,도산공원사거리_1,103,44,100,50,HL
2018_1,영등포역_2,117,59,100,50,HH
2018_1,문래동 주민센터,57,35,100,50,LL
2018_1,강남구 신사역_2,93,46,100,50,LL
2018_1,영등포역_1,111,52,100,50,HH
2018_1,서울 강남구 강남구청역_2,92,46,100,50,LL
2018_1,강남구 신사역_1,95,47,100,50,LL
2018_1,서울 동작구 노량진1동_1,132,74,100,50,HH
2018_1,서울 강남구 학동역_3,106,44,100,50,HL
2018_1,서울 강남구 강남구청역_1,92,48,100,50,LL
2018_1,잠실역,90,50,100,50,LL
2018_1,강남구 논현역_4,95,47,100,50,LL
2018_1,학동역,102,50,100,50,HL
2018_1,방이동 먹자골목,85,45,100,50,LL
2018_1,서울 강남구 학동역_2,93,45,100,50,LL
2018_1,서울 동작구 노량진역,91,51,100,50,LH
2018_1,삼성역_3,97,58,100,50,LH
2018_1,코엑스,85,60,100,50,LH
2018_1,서울 강남구 학동역_1,121,56,100,50,HH
2018_1,선정릉역_2,84,44,100,50,LL
2018_1,강남구 논현역_3,85,52,100,50,LH
2018_1,포스코사거리_2,94,52,100,50,LH
2018_1,포스코사거리_1,82,46,100,50,LL
2018_1,잠실역 롯데월드,92,69,100,50,LH
2018_1,신도림역,64,41,100,50,LL
2018_1,강남구 논현역_2,86,44,100,50,LL
2018_1,선정릉역_1,69,43,100,50,LL
2018_1,신천역,99,48,100,50,LL
2018_1,강남구 논현역_1,90,43,100,50,LL
2018_1,삼성역_2,90,57,100,50,LH
2018_1,삼정역_2,81,42,100,50,LL
2018_1,삼정역_1,101,46,100,50,HL
2018_1,삼성역_1,83,47,100,50,LL
2018_1,서울 강남구 선릉역_2,86,42,100,50,LL
2018_1,고속터미널역,113,73,100,50,HH
2018_1,서울 서초구 강남역,83,45,100,50,LL
2018_1,서울 강남구 선릉역_1,86,48,100,50,LL
2018_1,서울 송파구 석촌역_2,114,49,100,50,HL
2018_1,선릉역_2,77,45,100,50,LL
2018_1,서울 강남구 역삼역_2,86,46,100,50,LL
2018_1,서울 송파구 석촌역_1,128,42,100,50,HL
2018_1,석촌역,169,48,100,50,HL
2018_1,서울 강남구 강남역_2,93,46,100,50,LL
2018_1,선릉역_1,76,40,100,50,LL
2018_1,구로역,79,55,100,50,LH
2018_1,역삼역_2,96,54,100,50,LH
2018_1,대림역_2,94,41,100,50,LL
2018_1,서울 강남구 역삼역_1,80,43,100,50,LL
2018_1,신대방삼거리역,94,52,100,50,LH
2018_1,서울 강남구 한티역,83,49,100,50,LL
2018_1,은마아파트입구사거리_4,84,43,100,50,LL
2018_1,은마아파트입구사거리_3,75,48,100,50,LL
2018_1,은마아파트입구사거리_2,91,49,100,50,LL
2018_1,오류동역,106,58,100,50,HH
2018_1,서울 강남구 강남역,68,44,100,50,LL
2018_1,은마아파트입구사거리_1,103,52,100,50,HH
2018_1,대림역_1,74,47,100,50,LL
2018_1,교대역_4,97,55,100,50,LH
2018_1,서울 강남구 강남역_1,84,45,100,50,LL
2018_1,방배동카페골목,115,47,100,50,HL
2018_1,가락시장,76,58,100,50,LH
2018_1,교대역_3,105,46,100,50,HL
2018_1,역삼역_1,90,44,100,50,LL
2018_1,교대역_2,91,50,100,50,LL
2018_1,서울 송파구 가락시장역,93,43,100,50,LL
2018_1,서울 서초구 서초역,96,55,100,50,LH
2018_1,서울 강남구 대치역_2,99,54,100,50,LH
2018_1,서울 강남구 대치역_1,83,49,100,50,LL
2018_1,뱅뱅사거리_2,83,43,100,50,LL
2018_1,보라매공원,88,53,100,50,LH
2018_1,교대역_1,92,48,100,50,LL
2018_1,개봉동 현대아파트 인근,125,54,100,50,HH
2018_1,뱅뱅사거리,93,46,100,50,LL
2018_1,뱅뱅사거리_1,98,44,100,50,LL
2018_1,서울 관악구 신림역_4,100,43,100,50,HL
2018_1,동작구 총신대입구역_1,96,50,100,50,LL
2018_1,양재역_3,94,47,100,50,LL
2018_1,동작구 총신대입구역_2,113,54,100,50,HH
2018_1,서울 서초구 남부터미널역_3,89,50,100,50,LL
2018_1,서울 강남구 수서역,94,50,100,50,LL
2018_1,서울 관악구 신림역_3,113,58,100,50,HH
2018_1,서울 서초구 남부터미널역_2,104,48,100,50,HL
2018_1,구로디지탈1단지,63,43,100,50,LL
2018_1,양재역,101,52,100,50,HH
2018_1,문정역,81,40,100,50,LL
2018_1,매봉역,97,46,100,50,LL
2018_1,서울 서초구 방배역,106,51,100,50,HH
2018_1,서울 서초구 남부터미널역_1,126,54,100,50,HH
2018_1,서울 관악구 신림역_2,81,47,100,50,LL
2018_1,서울 관악구 신림역_1,102,56,100,50,HH
2018_1,양재역_2,100,52,100,50,HH
2018_1,양재역_1,150,55,100,50,HH
2018_1,서울 관악구 서울대입구역_2,108,57,100,50,HH
2018_1,가산디지털단지역_3,70,45,100,50,LL
2018_1,구로디지털단지역,110,47,100,50,HL
2018_1,서울 관악구 서울대입구역_1,86,48,100,50,LL
2018_1,관악구 사당역_1,94,51,100,50,LH
2018_1,가산디지털단지역_2,69,47,100,50,LL
2018_1,관악구 사당역_2,98,50,100,50,LL
2018_1,가산디지털단지역_1,68,43,100,50,LL
2018_1,장지역,49,36,100,50,LL
2018_1,포이사거리_1,125,49,100,50,HL
2018_1,포이사거리_2,92,40,100,50,LL
2018_1,관악구 사당역_3,111,51,100,50,HH
2018_1,서울 관악구 대학동_1,101,48,100,50,HL
2018_1,서울 금천구 독산1동_1,69,46,100,50,LL
2018_1,양재동 꽃시장,203,77,100,50,HH
2018_1,양재 화물트럭터미널앞_2,94,48,100,50,LL
2018_1,양재 화물트럭터미널앞_1,84,45,100,50,LL
2018_1,서울 금천구 시흥1동_4,106,53,100,50,HH
2018_1,풍성로37가길,91,41,100,50,LL
2018_1,천호옛길,105,51,100,50,HH
2018_1,천호옛14길,94,52,100,50,LH
2018_1,천호대로219길,97,53,100,50,LH
2018_1,천호대로197길,86,51,100,50,LH
2018_1,천호대로187길,109,47,100,50,HL
2018_1,천호대로170길,86,45,100,50,LL
2018_1,천호대로162길,81,43,100,50,LL
2018_1,천중로51길,94,43,100,50,LL
2018_1,천중로39길,87,51,100,50,LH
2018_1,진황도로47길,89,43,100,50,LL
2018_1,진황도로27길,88,49,100,50,LL
2018_1,올림픽로98길,93,46,100,50,LL
2018_1,올림픽로80길,110,52,100,50,HH
2018_1,올림픽로78길,127,48,100,50,HL
2018_1,올림픽로77길,113,52,100,50,HH
2018_1,올림픽로71길,85,48,100,50,LL
2018_1,올림픽로48길,89,49,100,50,LL
2018_1,양재대로96길,109,48,100,50,HL
2018_1,양재대로95길,108,45,100,50,HL
2018_1,양재대로91길,99,43,100,50,LL
2018_1,양재대로133길,99,48,100,50,LL
2018_1,양재대로124길,80,42,100,50,LL
2018_1,양재대로116길,72,43,100,50,LL
2018_1,양재대로101길,100,40,100,50,HL
2018_1,암사길,89,46,100,50,LL
2018_1,성안로3길,104,49,100,50,HL
2018_1,성내로5길,99,48,100,50,LL
2018_1,상일로5길,92,48,100,50,LL
2018_1,상암로5길,109,51,100,50,HH
2018_1,상암로51길,84,46,100,50,LL
2018_1,상암로4길,86,46,100,50,LL
2018_1,상암로14길,92,45,100,50,LL
2018_1,명일로13길,95,50,100,50,LL
2018_1,동남로85길,93,50,100,50,LL
2018_1,동남로82길,114,55,100,50,HH
2018_1,동남로65길,100,46,100,50,HL
2018_1,구천면로42길,117,55,100,50,HH
2018_1,구천면로41길,88,45,100,50,LL
2018_1,구천면로36길,88,50,100,50,LL
2018_1,고덕로61길,90,48,100,50,LL
2018_1,고덕로25길,121,55,100,50,HH
2018_1,고덕로10길,92,50,100,50,LL
2018_1,강동대로53길,90,47,100,50,LL
2018_1,풍성로25길,120,51,100,50,HH
2018_1,오금로46길,99,50,100,50,LL
2018_1,오금로36길,94,42,100,50,LL
2018_1,오금로11길,98,49,100,50,LL
2018_1,양재대로72길,99,48,100,50,LL
2018_1,양재대로71길,85,49,100,50,LL
2018_1,양재대로64길,96,45,100,50,LL
2018_1,양재대로62길,88,44,100,50,LL
2018_1,송파대로30길,79,43,100,50,LL
2018_1,송이로36길,88,45,100,50,LL
2018_1,송이로32길,88,47,100,50,LL
2018_1,송이로23길,92,45,100,50,LL
2018_1,삼전로13길,94,45,100,50,LL
2018_1,백제고분로50길,102,48,100,50,HL
2018_1,백제고분로46길,104,48,100,50,HL
2018_1,백제고분로45길,92,44,100,50,LL
2018_1,백제고분로42길,87,44,100,50,LL
2018_1,백제고분로39길,90,49,100,50,LL
2018_1,백제고분로34길,101,47,100,50,HL
2018_1,백제고분로33길,82,44,100,50,LL
2018_1,백제고분로32길,99,47,100,50,LL
2018_1,백제고분로31길,94,47,100,50,LL
2018_1,백제고분로22길,94,47,100,50,LL
2018_1,백제고분로21길,90,41,100,50,LL
2018_1,마천로51길,114,50,100,50,HL
2018_1,동남로20길,92,49,100,50,LL
2018_1,거마로20길,106,55,100,50,HH
2018_1,학동로77길,90,52,100,50,LH
2018_1,학동로6길,80,46,100,50,LL
2018_1,학동로56길,96,48,100,50,LL
2018_1,학동로38길,76,47,100,50,LL
2018_1,테헤란로81길,88,48,100,50,LL
2018_1,일원로9길,93,49,100,50,LL
2018_1,일원로3길,106,52,100,50,HH
2018_1,영동대로65길,95,45,100,50,LL
2018_1,영동대로112길,109,55,100,50,HH
2018_1,언주로81길,80,44,100,50,LL
2018_1,압구정로2길,83,36,100,50,LL
2018_1,선릉로18길,108,56,100,50,HH
2018_1,선릉로146길,78,41,100,50,LL
2018_1,선릉로133길,73,46,100,50,LL
2018_1,선릉로132길,92,52,100,50,LH
2018_1,선릉로121길,88,44,100,50,LL
2018_1,삼성로75길,81,40,100,50,LL
2018_1,삼성로69길,78,45,100,50,LL
2018_1,삼성로64길,94,44,100,50,LL
2018_1,삼성로63길,81,43,100,50,LL
2018_1,삼성로57길,85,48,100,50,LL
2018_1,삼성로147길,90,51,100,50,LH
2018_1,삼성로115길,84,49,100,50,LL
2018_1,봉은사로68길,89,42,100,50,LL
2018_1,봉은사로57길,86,40,100,50,LL
2018_1,봉은사로43길,87,47,100,50,LL
2018_1,봉은사로29길,80,46,100,50,LL
2018_1,봉은사로109길,87,50,100,50,LL
2018_1,도산대로89길,70,47,100,50,LL
2018_1,도산대로81길,86,47,100,50,LL
2018_1,도산대로50길,77,52,100,50,LH
2018_1,도산대로38길,77,42,100,50,LL
2018_1,도산대로30길,93,47,100,50,LL
2018_1,도산대로23길,79,46,100,50,LL
2018_1,도산대로15길,66,43,100,50,LL
2018_1,도곡로37길,89,44,100,50,LL
2018_1,논현로8길,111,45,100,50,HL
2018_1,논현로63길,91,48,100,50,LL
2018_1,논현로28길,96,48,100,50,LL
2018_1,논현로26길,98,48,100,50,LL
2018_1,논현로159길,84,45,100,50,LL
2018_1,논현로139길,79,52,100,50,LH
2018_1,논현로123길,86,41,100,50,LL
2018_1,논현로115길,80,49,100,50,LL
2018_1,논현로10길,93,45,100,50,LL
2018_1,논현로106길,93,42,100,50,LL
2018_1,남부순환로365길,89,48,100,50,LL
2018_1,개포로82길,112,50,100,50,HL
2018_1,개포로28길,101,47,100,50,HL
2018_1,개포로20길,110,46,100,50,HL
2018_1,개포로17길,104,45,100,50,HL
2018_1,강남대로140길,107,46,100,50,HL
2018_1,강남대로136길,89,55,100,50,LH
2018_1,강남대로118길,80,41,100,50,LL
2018_1,서초중앙로8길,111,45,100,50,HL
2018_1,방배중앙로21길,96,48,100,50,LL
2018_1,효령로72길,95,43,100,50,LL
2018_1,효령로34길,104,54,100,50,HH
2018_1,효령로31길,81,45,100,50,LL
2018_1,효령로23길,84,47,100,50,LL
2018_1,청두곶길,80,46,100,50,LL
2018_1,주흥길,92,50,100,50,LL
2018_1,주흥15길,93,43,100,50,LL
2018_1,언남길,97,47,100,50,LL
2018_1,신반포로45길,103,47,100,50,HL
2018_1,서초대로8길,142,61,100,50,HH
2018_1,서초대로64길,108,50,100,50,HL
2018_1,서초대로4길,89,50,100,50,LL
2018_1,서초대로25길,105,54,100,50,HH
2018_1,서초대로23길,104,50,100,50,HL
2018_1,서초대로15길,116,48,100,50,HL
2018_1,사평대로57길,106,39,100,50,HL
2018_1,사평대로26길,113,55,100,50,HH
2018_1,사평대로22길,96,49,100,50,LL
2018_1,사임당로17길,101,46,100,50,HL
2018_1,방배로42길,90,52,100,50,LH
2018_1,방배로35길,104,47,100,50,HL
2018_1,방배로18길,88,54,100,50,LH
2018_1,반포대로9길,112,43,100,50,HL
2018_1,바우뫼로39길,101,41,100,50,HL
2018_1,마방로2길,86,53,100,50,LH
2018_1,방배천로4안길,89,51,100,50,LH
2018_1,동산로19길,89,47,100,50,LL
2018_1,동산로10길,111,49,100,50,HL
2018_1,동광로39길,76,46,100,50,LL
2018_1,동광로1길,105,55,100,50,HH
2018_1,동광로12길,118,50,100,50,HL
2018_1,논현로27길,96,48,100,50,LL
2018_1,논현로1길,103,49,100,50,HL
2018_1,남부순환로339길,107,46,100,50,HL
2018_1,남부순환로325길,108,47,100,50,HL
2018_1,남부순환로317길,116,51,100,50,HH
2018_1,고무래로8길,93,44,100,50,LL
2018_1,강남대로8길,94,50,100,50,LL
2018_1,강남대로34길,94,48,100,50,LL
2018_1,강남대로23길,104,52,100,50,HH
2018_1,소담길,159,68,100,50,HH
2018_1,원신길,137,59,100,50,HH
2018_1,양지길,116,71,100,50,HH
2018_1,양산길,143,50,100,50,HL
2018_1,호암로24길,81,47,100,50,LL
2018_1,호암로20길,91,53,100,50,LH
2018_1,행운길,93,48,100,50,LL
2018_1,행운1길,95,49,100,50,LL
2018_1,청림3길,105,57,100,50,HH
2018_1,청룡길,109,49,100,50,HL
2018_1,청룡8길,101,48,100,50,HL
2018_1,중앙길,97,53,100,50,LH
2018_1,조원중앙로2길,109,48,100,50,HL
2018_1,조원로18길,110,49,100,50,HL
2018_1,조원로10길,107,49,100,50,HL
2018_1,장군봉2길,68,45,100,50,LL
2018_1,장군봉1길,103,46,100,50,HL
2018_1,인헌길,102,53,100,50,HH
2018_1,은천로25길,91,46,100,50,LL
2018_1,양녕로6길,98,52,100,50,LH
2018_1,신원로3길,94,49,100,50,LL
2018_1,신사로20길,98,51,100,50,LH
2018_1,신림로65길,94,45,100,50,LL
2018_1,신림로64길,81,43,100,50,LL
2018_1,신림로48길,156,58,100,50,HH
2018_1,신림로38길,99,50,100,50,LL
2018_1,신림로28길,108,51,100,50,HH
2018_1,신림로11길,84,52,100,50,LH
2018_1,신림동길,90,51,100,50,LH
2018_1,승방길,88,47,100,50,LL
2018_1,서림7길,75,59,100,50,LH
2018_1,봉천로33길,88,47,100,50,LL
2018_1,봉천로13길,101,42,100,50,HL
2018_1,복은길,79,50,100,50,LH
2018_1,법원단지길,103,50,100,50,HL
2018_1,법원단지9길,107,57,100,50,HH
2018_1,미성5길,101,53,100,50,HH
2018_1,대학길,73,47,100,50,LL
2018_1,대학14길,115,89,100,50,HH
2018_1,당곡길,104,57,100,50,HH
2018_1,남현길,91,50,100,50,LL
2018_1,남현3길,115,55,100,50,HH
2018_1,남현2길,105,55,100,50,HH
2018_1,남부순환로248길,110,51,100,50,HH
2018_1,남부순환로234길,79,49,100,50,LL
2018_1,남부순환로172길,110,48,100,50,HL
2018_1,남부순환로161길,97,46,100,50,LL
2018_1,남부순환로151길,97,47,100,50,LL
2018_1,남부순환로142길,110,52,100,50,HH
2018_1,난향길,98,53,100,50,LH
2018_1,난우길,101,49,100,50,HL
2018_1,난곡로74길,82,41,100,50,LL
2018_1,난곡로34길,119,60,100,50,HH
2018_1,난곡로26길,114,54,100,50,HH
2018_1,난곡로24길,117,56,100,50,HH
2018_1,낙성대역길,80,53,100,50,LH
2018_1,국회단지길,127,54,100,50,HH
2018_1,구암길,110,48,100,50,HL
2018_1,관천로22길,83,55,100,50,LH
2018_1,관천로15길,81,61,100,50,LH
2018_1,관악로30길,90,50,100,50,LL
2018_1,관악로28길,90,49,100,50,LL
2018_1,관악로14길,78,47,100,50,LL
2018_1,관악로10길,81,55,100,50,LH
2018_1,흑석로9길,88,48,100,50,LL
2018_1,흑석로13길,116,64,100,50,HH
2018_1,장승배기로27길,97,55,100,50,LH
2018_1,장승배기로19길,134,63,100,50,HH
2018_1,장승배기로10길,134,64,100,50,HH
2018_1,여의대방로46길,93,58,100,50,LH
2018_1,여의대방로24길,115,49,100,50,HL
2018_1,여의대방로22카길,90,47,100,50,LL
2018_1,여의대방로22나길,82,46,100,50,LL
2018_1,여의대방로22길,107,48,100,50,HL
2018_1,양녕로26길,79,50,100,50,LL
2018_1,신대방길,119,49,100,50,HL
2018_1,성대로29길,102,57,100,50,HH
2018_1,성대로1길,111,50,100,50,HL
2018_1,서달로8가길,124,58,100,50,HH
2018_1,서달로15길,110,59,100,50,HH
2018_1,서달로14길,85,67,100,50,LH
2018_1,서달로10길,152,87,100,50,HH
2018_1,상도로62길,77,53,100,50,LH
2018_1,상도로61길,87,56,100,50,LH
2018_1,상도로47길,89,49,100,50,LL
2018_1,상도로37길,127,52,100,50,HH
2018_1,상도로15길,106,51,100,50,HH
2018_1,사당로8길,109,51,100,50,HH
2018_1,사당로30길,79,44,100,50,LL
2018_1,사당로2차길,96,49,100,50,LL
2018_1,사당로29길,127,48,100,50,HL
2018_1,사당로26길,75,44,100,50,LL
2018_1,사당로23나길,116,53,100,50,HH
2018_1,사당로23길,134,59,100,50,HH
2018_1,사당로20길,115,49,100,50,HL
2018_1,사당로16길,114,49,100,50,HL
2018_1,사당로16가길,86,47,100,50,LL
2018_1,만양로8길,92,58,100,50,LH
2018_1,만양로14길,89,52,100,50,LH
2018_1,등용로14길,119,47,100,50,HL
2018_1,동작대로7길,91,50,100,50,LL
2018_1,동작대로35길,110,56,100,50,HH
2018_1,동작대로33길,101,48,100,50,HL
2018_1,동작대로29길,104,50,100,50,HL
2018_1,동작대로17길,105,46,100,50,HL
2018_1,대방동2길,91,46,100,50,LL
2018_1,대방동27길,100,48,100,50,HL
2018_1,노량진로6길,138,60,100,50,HH
2018_1,국사봉길,96,57,100,50,LH
2018_1,국사봉2길,86,46,100,50,LL
2018_1,국사봉1길,111,49,100,50,HL
2018_1,영신로9길,95,54,100,50,LH
2018_1,영등포로84길,104,52,100,50,HH
2018_1,영등포로80길,96,46,100,50,LL
2018_1,영등포로62길,101,53,100,50,HH
2018_1,영등포로35길,119,48,100,50,HL
2018_1,영등포로27길,138,42,100,50,HL
2018_1,영등포로25길,105,49,100,50,HL
2018_1,여의대방로61길,122,59,100,50,HH
2018_1,여의대방로43나길,96,56,100,50,LH
2018_1,여의대방로39길,127,48,100,50,HL
2018_1,여의대방로35길,127,59,100,50,HH
2018_1,양평로28길,125,69,100,50,HH
2018_1,양평로22라길,72,54,100,50,LH
2018_1,양평로19길,98,46,100,50,LL
2018_1,신길로60길,115,43,100,50,HL
2018_1,신길로42길,106,54,100,50,HH
2018_1,신길로42가길,119,77,100,50,HH
2018_1,신길로39길,105,53,100,50,HH
2018_1,신길로17길,102,44,100,50,HL
2018_1,선유서로28길,94,59,100,50,LH
2018_1,선유서로25길,88,52,100,50,LH
2018_1,선유서로24길,130,50,100,50,HL
2018_1,선유로55길,110,54,100,50,HH
